label,cond,abs_disc,eqn
90112.b.180224.1,90112,180224,"[[1,-3,5,-3,0,2],[]]"
9024.b.577536.1,9024,577536,"[[-4,-8,-6,0,2,1],[0,0,1]]"
9088.d.581632.1,9088,581632,"[[2,0,2],[1,1,1,1]]"
9152.b.585728.1,9152,585728,"[[12,-16,6,-1,-1,1],[]]"
9152.c.585728.1,9152,585728,"[[-12,16,0,-7,1,1],[]]"
9216.a.36864.1,9216,36864,"[[0,1,0,1,0,1],[]]"
9216.b.110592.1,9216,110592,"[[1,0,1,1,0,1],[]]"
92160.a.552960.1,92160,552960,"[[-2,8,-7,-5,5,2],[]]"
92160.b.552960.1,92160,552960,"[[-1,2,3,-7,0,3],[]]"
92160.c.552960.1,92160,552960,"[[2,8,7,-5,-5,2],[]]"
92160.d.552960.1,92160,552960,"[[-1,0,5,-1,-6,3],[]]"
92160.e.552960.1,92160,552960,"[[4,-10,0,11,0,-4,-1],[]]"
92160.f.552960.1,92160,552960,"[[0,3,-5,7,-4,2],[]]"
929792.a.929792.1,929792,929792,"[[0,-1,4,0,-2,1],[]]"
929792.b.929792.1,929792,929792,"[[0,-1,-4,0,2,1],[]]"
9344.a.598016.1,9344,598016,"[[0,0,1,0,2,-2,1],[1,1]]"
94208.a.188416.1,94208,188416,"[[-1,0,3,-1,-2,2],[]]"
94208.b.188416.1,94208,188416,"[[7,-20,1,39,-30,2],[]]"
94208.c.188416.1,94208,188416,"[[1,1,4,3,4,2],[]]"
9472.a.151552.1,9472,151552,"[[-1,-1,-1,0,0,-1],[1,1,1,1]]"
9472.b.606208.1,9472,606208,"[[0,-2,8,-8,-1,2],[]]"
9472.b.606208.2,9472,606208,"[[-2,-2,-6,-4,-5,-2,-1],[]]"
9472.c.606208.1,9472,606208,"[[-2,-2,-4,-4,-3,-2,-1],[]]"
9472.c.606208.2,9472,606208,"[[-2,10,-14,0,7,2],[]]"
9472.d.606208.1,9472,606208,"[[0,2,-7,0,6,2],[]]"
960.a.245760.1,960,245760,"[[0,2,1,4,1,2],[]]"
960.a.368640.1,960,368640,"[[0,1,13,44,13,1],[]]"
960.a.983040.1,960,983040,"[[0,1,-2,-1,-2,1],[]]"
9600.a.921600.1,9600,921600,"[[0,3,0,1],[0,1,0,1]]"
962560.a.962560.1,962560,962560,"[[0,1,6,11,4,1],[]]"
962560.b.962560.1,962560,962560,"[[0,1,-6,11,-4,1],[]]"
966656.a.966656.1,966656,966656,"[[2,-2,0,-2,1,1],[]]"
966656.b.966656.1,966656,966656,"[[3,5,-1,-5,-1,1],[]]"
966656.c.966656.1,966656,966656,"[[-2,-2,0,-2,-1,1],[]]"
966656.d.966656.1,966656,966656,"[[-3,5,1,-5,1,1],[]]"
966656.e.966656.1,966656,966656,"[[-3,1,5,-1,-3,1],[]]"
966656.f.966656.1,966656,966656,"[[3,1,-5,-1,3,1],[]]"
966656.g.966656.1,966656,966656,"[[-6,10,0,-6,1,1],[]]"
966656.h.966656.1,966656,966656,"[[6,10,0,-6,-1,1],[]]"
9728.a.311296.1,9728,311296,"[[0,1,2,4,3,4],[1]]"
976.a.999424.1,976,999424,"[[0,0,-1,2,0,-2,1],[1,1]]"
98304.a.196608.1,98304,196608,"[[0,2,8,5,-6,1],[]]"
98304.b.196608.1,98304,196608,"[[0,2,-8,5,6,1],[]]"
98304.c.393216.1,98304,393216,"[[0,2,-4,-5,2,2],[]]"
98304.d.393216.1,98304,393216,"[[0,2,4,-5,-2,2],[]]"
995328.a.995328.1,995328,995328,"[[0,-1,-10,0,4,1],[]]"
995328.b.995328.1,995328,995328,"[[0,-1,10,0,-4,1],[]]"
