101	20	41	91	57	75	68	81	31	65	4881	0
101	81	65	64	15	7	89	93	54	90	5233	0
101	17	40	61	47	54	99	8	39	55	8903	0
101	73	83	58	79	79	41	25	36	60	9929	0
101	47	8	62	76	13	57	26	58	100	10898	0
101	28	41	6	2	15	85	64	73	29	961	1
101	88	47	21	61	79	0	53	34	62	854	0
101	72	15	52	77	72	42	86	65	38	186	1
101	34	75	12	21	34	7	22	84	83	10104	0
101	28	8	32	16	69	36	11	46	57	5461	0
101	88	42	40	47	78	22	42	61	45	9333	0
101	37	83	98	82	49	34	53	75	33	5093	0
101	34	91	55	53	32	16	14	23	98	8551	0
101	67	39	77	7	96	66	27	79	39	11496	0
101	21	84	46	49	34	87	77	54	59	10767	0
101	0	89	24	34	14	34	70	42	80	10984	0
101	53	31	48	41	37	80	8	19	14	10263	0
211	62	57	164	150	160	90	115	108	104	22937	0
211	69	147	30	198	18	189	8	156	99	40723	0
211	70	170	182	117	42	144	69	37	33	11813	0
211	181	161	186	208	35	25	99	176	87	45230	0
211	122	175	205	143	39	107	140	146	76	42247	0
211	165	24	9	104	192	114	2	44	20	44843	0
211	155	130	178	71	48	54	100	170	92	23335	0
211	0	178	58	173	153	14	40	193	22	46606	0
211	100	103	56	29	202	30	157	88	154	7053	0
211	199	154	158	60	62	8	34	178	81	11124	0
211	115	179	21	12	111	2	31	140	111	962	0
211	130	52	55	194	188	159	166	8	120	48367	0
211	19	207	162	76	15	100	163	152	210	45241	0
211	201	68	75	104	16	68	204	23	21	22632	0
211	147	154	45	148	20	48	90	50	71	44308	0
211	44	44	78	43	36	110	94	101	166	10745	0
211	151	153	142	70	24	155	179	140	186	43859	0
211	0	93	113	115	127	84	161	12	30	48638	0
211	54	89	104	207	126	40	67	181	14	44969	0
211	73	188	110	21	189	79	130	119	73	1996	0
211	210	30	71	60	128	180	38	179	138	21696	0
211	204	187	61	124	10	166	84	162	155	3073	0
211	117	53	181	6	72	178	40	44	107	44285	0
211	47	73	112	20	19	33	110	132	150	7018	0
211	20	204	202	102	88	137	92	9	183	39732	0
211	30	199	85	11	169	114	0	117	99	5548	0
211	112	166	72	160	13	155	50	0	93	40447	0
211	49	201	46	77	105	39	168	46	110	5564	0
211	50	94	192	84	118	134	3	184	180	48901	0
211	98	121	109	66	48	122	119	198	31	44321	0
211	71	110	198	35	74	29	48	201	147	20962	0
211	146	119	146	190	188	33	112	208	181	14196	0
211	37	44	63	43	39	199	85	93	70	42108	0
211	16	106	189	204	170	67	181	126	177	13825	0
211	58	210	26	162	40	123	92	34	188	44138	0
211	150	193	204	91	137	0	186	199	86	43329	0
211	146	132	179	92	166	37	188	150	28	10768	0
211	65	197	111	29	66	84	139	131	68	11294	0
211	209	178	66	142	94	2	156	112	124	11513	0
211	146	109	176	163	19	195	203	77	51	21648	0
211	165	189	78	34	55	15	44	10	152	3245	0
211	133	89	111	38	132	74	176	185	87	42553	0
211	102	6	119	105	160	182	0	68	31	1120	0
211	122	99	137	154	36	149	128	90	14	6259	0
211	47	150	139	174	116	109	157	179	39	44087	0
211	189	205	86	177	112	67	158	21	115	50751	0
211	3	58	195	146	205	161	171	125	183	22462	0
211	201	38	147	175	79	182	190	104	178	1168	0
211	152	123	67	149	167	35	142	34	19	45179	0
211	15	3	55	202	146	132	193	171	39	42317	0
211	62	162	165	23	42	200	108	178	118	13292	0
211	105	53	146	173	136	133	85	196	136	45658	0
211	92	4	170	96	164	85	64	206	38	22607	0
211	29	42	12	192	149	118	119	12	149	23196	0
211	167	186	62	115	33	99	91	149	24	10672	0
