family	family_name	m	n	a	b	c	d	tuple_height	curve_key	bad11	bad13
2	filip2	-1915	1561	53230350746766348715	-7537792054776768841	-9247195249774191115	11344252980984994225	53230350746766348715	56818309061055782911572548660348483281,85510619987446364802491397152544943225,128692075696586927745448294623283350625,2833470240623768778302980073132982151225	1	1
2	filip2	1915	1561	9247195249774191115	43390379903760976681	-53230350746766348715	-65301807610542958225	65301807610542958225	85510619987446364802491397152544943225,1882725068192704423981407169395025775761,2833470240623768778302980073132982151225,4264326077204366219198728988134095150625	1	1
1	filip1	1937	1566	85334491602889	148888667928312	-66559992570864	-82328675357448	148888667928312	4430232611033470872061706496,6778010786112065570569072704,7281975457123533252473146321,22167835437467162341971169344	1	1
1	filip1	1945	1581	87565257932161	152924152681680	-68568657229080	-84355495452600	152924152681680	4701660754199064943597646400,7115849613053619278846760000,7667674396725884929678129921,23385796473409776335407622400	1	1
1	filip1	1943	1587	87934861814881	153694784187600	-69097343486040	-84597440701560	153694784187600	4774442876827794419674881600,7156726973253960504986433600,7732539922402216597113044161,23622086686472938991993760000	1	1
3	adam	-1808	1591	135452826992	1867029833823	-2411058515712	-33233106166128	33233106166128	18347468340124683768064,3485800400385138994795329,5813203166187352550866944,1104439345449134894734512384	1	1
3	adam	-1794	1595	113315489430	1715718444275	-2170548641196	-32864442069030	32864442069030	12840400144760441724900,2943689780025426280275625,4711281403797801948310416,1080071552508628867285140900	1	1
1	filip1	1794	1597	74543590302769	131778004179432	-62061183330744	-69716820848688	131778004179432	3851590476412216929695593536,4860435109248057784591321344,5556746855227076493089067361,17365442385514397659651842624	1	1
3	adam	-1967	1608	407642354616	3318505819200	-4965685549825	-40424298915000	40424298915000	166172289276876696507456,11012480872064263088640000,24658032979740812557530625,1634123942769270177225000000	1	1
2	filip2	-1958	1609	60862076529478906550	-9400431123282087001	-11439430788928729862	13920699493301711044	60862076529478906550	88368105303570519976267837322133174001,130860576774690582899058121668570539044,193785874382810514603577630938071569936,3704192359480147182033908081383632902500	1	1
2	filip2	1958	1609	11439430788928729862	50013831019372605025	-60862076529478906550	-74063359754331696100	74063359754331696100	130860576774690582899058121668570539044,2501383293234357387875499375454655250625,3704192359480147182033908081383632902500,5485381258099559995682707541102755210000	1	1
1	filip1	1621	1612	61453636742169	109249498704112	-54472685403968	-54776813300144	109249498704112	2967273455119668391350145024,3000499275318832612230420736,3776549468838463703782824561,11935452967099769567325708544	1	1
1	filip1	1891	1619	85721136962041	150873373731600	-69590880932040	-81282492799560	150873373731600	4842890708897368459098561600,6606843635710523246336193600,7348113322064991722674885681,22762774901155048908838560000	1	1
1	filip1	1885	1636	86742791043561	152927889609040	-71056525816640	-81871363792400	152927889609040	5049029861130826818900889600,6702920209227505710297760000,7524311798026886439399560721,23386939420274724404049721600	1	1
1	filip1	1690	1649	69924900376321	124279698128040	-61376826059640	-62902872068400	124279698128040	3767114777155303808836929600,3956771314453496894278560000,4889491692638416727417495041,15445443366796749080234241600	1	1
1	filip1	1919	1649	91512048513249	161140724939776	-74473389973568	-86667334966208	161140724939776	5546285814155138711738650624,7511226950144899832501899264,8374455023091238511328536001,25966333234116546958826930176	1	1
3	adam	-1891	1660	167503380660	2260366323600	-2933227242561	-39582294115060	39582294115060	28057382532528862035600,5109255916864979916960000,8603822056502007529838721,1566758007411113508518803600	1	1
3	adam	-1809	1666	61629073506	1379243165300	-1626177620925	-36393446171250	36393446171250	3798142701207951132036,1902311709026763124090000,2644453654797292997855625,1324482924219671284326562500	1	1
3	adam	-1837	1668	87514217076	1648036475280	-1998909074305	-37642741662900	37642741662900	7658738190425249989776,2716024223853326051078400,3995637487338872011233025,1416975999899827457236410000	1	1
1	filip1	1709	1674	73682017295329	130966886562696	-64805961603888	-66160924958808	130966886562696	4199812659404605717416716544,4377267991405023356496780864,5429039672709161884405218241,17152325375926082085938788416	1	1
1	filip1	1943	1678	97047855556369	170994364723656	-79240139189808	-91754225533848	170994364723656	6278999658820145642651076864,8418837903316244300593687104,9418286268089861386536464161,29239072767246691473246006336	1	1
1	filip1	1761	1690	79804045422721	141773796888360	-69428489348400	-72345307539960	141773796888360	4820315133200892256582560000,5233843523051393226996801600,6368685665831716591583043841,20099809484141955618303489600	1	1
1	filip1	1723	1697	76956212355961	136797866193600	-67878941207760	-68918924985840	136797866193600	4607550659486538607484217600,4749818221203841044200505600,5922258620175764486172233521,18713656195122089752680960000	1	1
1	filip1	1859	1711	91472984350801	162153311720400	-77715494776920	-84437816943480	162153311720400	6039698128421479800564686400,7129744930180638169514510400,8367306866041884643429341601,26293696501893212007776160000	1	1
1	filip1	1907	1724	97940573699049	173380576906192	-82321155215168	-91059421691024	173380576906192	6776772595959781604377268224,8291818278703732151722168576,9592355976498848718823504401,30060824448323958674367940864	1	1
1	filip1	2000	1763	113085550320561	199715023576000	-93568319576000	-106146704000000	199715023576000	8755030428276464819776000000,11267122770063616000000000000,12788341691304134089859354721,39886090641962235827776000000	1	1
1	filip1	1774	1765	88236170214921	156862611793240	-78231847927400	-78630763865840	156862611793240	6120222030135839675670760000,6182797026125489421518905600,7785621734196511831331036241,24605878978596716728509697600	1	1
1	filip1	1864	1771	98249349750561	174475033717600	-85005580388960	-89469453328640	174475033717600	7225948697263940944889881600,8004783078925691175844249600,9652934726408060832919814721,30441537390757656876549760000	1	1
1	filip1	1802	1789	93537970279009	166286092766472	-82842055126488	-83444037639984	166286092766472	6862806097580076721679214144,6962907417663066560395520256,8749351883916771021306022081,27651064647539731602327326784	1	1
1	filip1	1943	1825	113461887118801	201380515833600	-97537006740000	-103843509093600	201380515833600	9513467683798805427600000000,10783474380872585893560960000,12873599828559540289087677601,40554112157406820302888960000	1	1
3	adam	-1943	1826	48567449502	1470325690548	-1664782877277	-50399455988398	50399455988398	2358797151129320048004,2161857636285453056540304,2771502028474686842934729,2540105163926467023110606404	1	1
2	filip2	-1961	1846	59606403799410690326	-34507906222088558116	-36657640358350846406	38941296176991337921	59606403799410690326	1190795591832458223608257838043909469456,1343782596642192770908212799896603116836,1516424547944160190161304931065612602241,3552923373898401179216966563491869986276	1	1
2	filip2	1961	1846	36657640358350846406	56110872724993439236	-59606403799410690326	-63319695477055451641	63319695477055451641	1343782596642192770908212799896603116836,3148430037960412665237434519243624263696,3552923373898401179216966563491869986276,4009383835307036619572642930398489592881	1	1
1	filip1	1863	1850	106911856952761	190061640307800	-94698097110000	-95363543197800	190061640307800	8967729596254990352100000000,9094205371238666649924840000,11430145157087630576585523121,36123427116491545678740840000	1	1
3	adam	-1964	1897	16724703212	930913366383	-997832330352	-55540325108268	55540325108268	279715697529483116944,866599695710529594502689,995669359495702860443904,3084727713132104825921959824	1	1
2	filip2	-1961	1914	58131927832997715114	-46721767733447277636	-47869062970371009114	49044531078838844761	58131927832997715114	2182923580138195162931914695659665748496,2291447189661344938181157464922671064996,2405366028743189337985667625249057147121,3379321033580854426232882741144704032996	1	1
2	filip2	1961	1914	47869062970371009114	56738658782436321636	-58131927832997715114	-59559409864424513761	59559409864424513761	2291447189661344938181157464922671064996,3219275400429738332372606391274041716496,3379321033580854426232882741144704032996,3547323303398508076664794488941278365121	1	1
