p	u	t	w	pairing	a	b	c	d	ordD3	ordD4	D4div2
43	32	42	16	2	31	5	25	26	3	4	1
43	32	42	16	3	31	26	25	5	3	4	1
43	33	16	1	1	42	21	8	38	3	4	1
43	33	16	1	2	42	8	21	38	3	4	1
43	33	16	1	3	42	38	21	8	3	4	1
43	33	16	1	1	1	22	35	5	3	4	1
43	33	16	1	2	1	35	22	5	3	4	1
43	33	16	1	3	1	5	22	35	3	4	1
43	33	21	18	1	41	39	32	16	3	4	1
43	33	21	18	2	41	32	39	16	3	4	1
43	33	21	18	3	41	16	39	32	3	4	1
43	33	21	18	1	2	4	11	27	3	4	1
43	33	21	18	2	2	11	4	27	3	4	1
43	33	21	18	3	2	27	4	11	3	4	1
43	35	26	2	1	1	8	29	17	3	4	1
43	35	26	2	2	1	29	8	17	3	4	1
43	35	26	2	3	1	17	8	29	3	4	1
43	35	26	2	1	42	35	14	26	3	4	1
43	35	26	2	2	42	14	35	26	3	4	1
43	35	26	2	3	42	26	35	14	3	4	1
43	36	22	37	1	23	10	31	9	3	4	1
43	36	22	37	2	23	31	10	9	3	4	1
43	36	22	37	3	23	9	10	31	3	4	1
43	36	22	37	1	20	33	12	34	3	4	1
43	36	22	37	2	20	12	33	34	3	4	1
43	36	22	37	3	20	34	33	12	3	4	1
43	36	33	36	1	41	19	18	38	3	4	1
43	36	33	36	2	41	18	19	38	3	4	1
43	36	33	36	3	41	38	19	18	3	4	1
43	36	33	36	1	2	24	25	5	3	4	1
43	36	33	36	2	2	25	24	5	3	4	1
43	36	33	36	3	2	5	24	25	3	4	1
43	37	5	22	1	22	23	33	11	3	4	1
43	37	5	22	2	22	33	23	11	3	4	1
43	37	5	22	3	22	11	23	33	3	4	1
43	37	5	22	1	21	20	10	32	3	4	1
43	37	5	22	2	21	10	20	32	3	4	1
43	37	5	22	3	21	32	20	10	3	4	1
43	38	6	1	1	28	10	8	9	3	4	1
43	38	6	1	2	28	8	10	9	3	4	1
43	38	6	1	3	28	9	10	8	3	4	1
43	38	6	1	1	15	33	35	34	3	4	1
43	38	6	1	2	15	35	33	34	3	4	1
43	38	6	1	3	15	34	33	35	3	4	1
43	39	4	31	1	3	21	33	4	3	4	1
43	39	4	31	2	3	33	21	4	3	4	1
43	39	4	31	3	3	4	21	33	3	4	1
43	39	4	31	1	40	22	33	4	3	4	1
43	39	4	31	2	40	33	22	4	3	4	1
43	39	4	31	3	40	4	22	33	3	4	1
43	39	4	31	1	3	21	10	39	3	4	1
43	39	4	31	2	3	10	21	39	3	4	1
43	39	4	31	3	3	39	21	10	3	4	1
43	39	4	31	1	40	22	10	39	3	4	1
43	39	4	31	2	40	10	22	39	3	4	1
43	39	4	31	3	40	39	22	10	3	4	1
43	39	8	20	1	2	25	26	16	3	4	1
43	39	8	20	2	2	26	25	16	3	4	1
43	39	8	20	3	2	16	25	26	3	4	1
43	39	8	20	1	41	18	26	16	3	4	1
43	39	8	20	2	41	26	18	16	3	4	1
43	39	8	20	3	41	16	18	26	3	4	1
43	39	8	20	1	2	25	17	27	3	4	1
43	39	8	20	2	2	17	25	27	3	4	1
43	39	8	20	3	2	27	25	17	3	4	1
43	39	8	20	1	41	18	17	27	3	4	1
43	39	8	20	2	41	17	18	27	3	4	1
43	39	8	20	3	41	27	18	17	3	4	1
43	40	8	21	1	2	20	10	25	3	4	1
43	40	8	21	2	2	10	20	25	3	4	1
43	40	8	21	3	2	25	20	10	3	4	1
43	40	8	21	1	41	23	33	18	3	4	1
43	40	8	21	2	41	33	23	18	3	4	1
43	40	8	21	3	41	18	23	33	3	4	1
43	40	10	3	1	25	14	9	13	3	4	1
43	40	10	3	2	25	9	14	13	3	4	1
43	40	10	3	3	25	13	14	9	3	4	1
43	40	10	3	1	18	29	9	13	3	4	1
43	40	10	3	2	18	9	29	13	3	4	1
43	40	10	3	3	18	13	29	9	3	4	1
43	40	10	3	1	25	14	34	30	3	4	1
43	40	10	3	2	25	34	14	30	3	4	1
43	40	10	3	3	25	30	14	34	3	4	1
43	40	10	3	1	18	29	34	30	3	4	1
43	40	10	3	2	18	34	29	30	3	4	1
43	40	10	3	3	18	30	29	34	3	4	1
43	40	28	17	1	41	21	14	13	3	4	1
43	40	28	17	2	41	14	21	13	3	4	1
43	40	28	17	3	41	13	21	14	3	4	1
43	40	28	17	1	2	22	29	30	3	4	1
43	40	28	17	2	2	29	22	30	3	4	1
43	40	28	17	3	2	30	22	29	3	4	1
43	40	41	3	1	20	8	9	13	3	4	1
43	40	41	3	2	20	9	8	13	3	4	1
43	40	41	3	3	20	13	8	9	3	4	1
43	40	41	3	1	23	8	34	13	3	4	1
43	40	41	3	2	23	34	8	13	3	4	1
43	40	41	3	3	23	13	8	34	3	4	1
43	40	41	3	1	20	35	9	30	3	4	1
43	40	41	3	2	20	9	35	30	3	4	1
43	40	41	3	3	20	30	35	9	3	4	1
43	40	41	3	1	23	35	34	30	3	4	1
43	40	41	3	2	23	34	35	30	3	4	1
43	40	41	3	3	23	30	35	34	3	4	1
43	41	29	35	1	23	31	38	6	3	4	1
43	41	29	35	2	23	38	31	6	3	4	1
43	41	29	35	3	23	6	31	38	3	4	1
43	41	29	35	1	23	12	5	6	3	4	1
43	41	29	35	2	23	5	12	6	3	4	1
43	41	29	35	3	23	6	12	5	3	4	1
43	41	29	35	1	20	31	38	37	3	4	1
43	41	29	35	2	20	38	31	37	3	4	1
43	41	29	35	3	20	37	31	38	3	4	1
43	41	29	35	1	20	12	5	37	3	4	1
43	41	29	35	2	20	5	12	37	3	4	1
43	41	29	35	3	20	37	12	5	3	4	1
43	41	36	0	1	33	35	30	16	3	4	1
43	41	36	0	2	33	30	35	16	3	4	1
43	41	36	0	3	33	16	35	30	3	4	1
43	41	36	0	1	10	8	30	16	3	4	1
43	41	36	0	2	10	30	8	16	3	4	1
43	41	36	0	3	10	16	8	30	3	4	1
43	41	36	0	1	33	35	13	27	3	4	1
43	41	36	0	2	33	13	35	27	3	4	1
43	41	36	0	3	33	27	35	13	3	4	1
43	41	36	0	1	10	8	13	27	3	4	1
43	41	36	0	2	10	13	8	27	3	4	1
43	41	36	0	3	10	27	8	13	3	4	1
43	42	4	39	1	7	19	25	38	3	4	1
43	42	4	39	2	7	25	19	38	3	4	1
43	42	4	39	3	7	38	19	25	3	4	1
43	42	4	39	1	7	24	18	38	3	4	1
43	42	4	39	2	7	18	24	38	3	4	1
43	42	4	39	3	7	38	24	18	3	4	1
43	42	4	39	1	36	19	25	5	3	4	1
43	42	4	39	2	36	25	19	5	3	4	1
43	42	4	39	3	36	5	19	25	3	4	1
43	42	4	39	1	36	24	18	5	3	4	1
43	42	4	39	2	36	18	24	5	3	4	1
43	42	4	39	3	36	5	24	18	3	4	1
