u	t	w	source
137489	27346	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	28556	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	28677	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	29887	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	30008	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	31218	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	31339	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	32549	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	32670	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	33880	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	34001	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	35211	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	35332	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	36542	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	36663	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	37873	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	37994	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	39204	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	39325	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	40535	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	40656	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	41866	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	41987	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	43197	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	43318	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	44528	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	44649	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	45859	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	45980	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	47190	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	47311	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	48521	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	48642	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	49852	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	49973	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	51183	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	51304	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	52514	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	52635	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	53845	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	53966	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	55176	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	55297	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	56507	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	56628	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	57838	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	57959	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	59169	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	59290	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	60500	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	60621	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	61831	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	61952	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	63162	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	63283	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	64493	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	64614	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	65824	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	65945	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	67155	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	67276	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	68486	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	68607	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	69817	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	69938	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	71148	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	71269	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	72479	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	72600	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	73810	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	73931	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	75141	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	75262	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	76472	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	76593	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	77803	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	77924	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	79134	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	79255	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	80465	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	80586	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	81796	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	81917	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	83127	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	83248	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	84458	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	84579	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	85789	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	85910	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	87120	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	87241	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	88451	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	88572	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	89782	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	89903	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	91113	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	91234	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	92444	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	92565	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	93775	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	93896	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	95106	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	95227	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	96437	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	96558	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	97768	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	97889	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	99099	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	99220	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	100430	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	100551	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	101761	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	101882	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	103092	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	103213	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	104423	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	104544	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	105754	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	105875	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	107085	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	107206	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	108416	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	108537	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	109747	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	109868	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	111078	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	111199	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	112409	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	112530	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	113740	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	113861	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	115071	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	115192	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	116402	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	116523	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	117733	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	117854	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	119064	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	119185	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	120395	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	120516	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	121726	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	121847	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	123057	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	123178	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	124388	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	124509	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	125719	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	125840	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	127050	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	127171	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	128381	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	128502	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	129712	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	129833	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	131043	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	131164	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	132374	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	132495	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	133705	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	133826	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	135036	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	135157	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	136367	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	136488	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	137698	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	137819	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	139029	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	139150	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	140360	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	140481	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	141691	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	141812	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	143022	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	143143	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	144353	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	144474	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	145684	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	145805	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	147015	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	147136	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	148346	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	148467	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	149677	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	149798	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	151008	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	151129	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	152339	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	152460	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	153670	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	153791	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	155001	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	155122	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	156332	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	156453	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	157663	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	157784	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	158994	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	159115	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	160325	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	160446	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137570	5179	80596	target_22224_direct_contact_deep13_padic_tangent_p11
137570	19820	7391	target_22224_direct_contact_deep13_padic_tangent_p11
137570	34461	95237	target_22224_direct_contact_deep13_padic_tangent_p11
137570	49102	22032	target_22224_direct_contact_deep13_padic_tangent_p11
137570	63743	109878	target_22224_direct_contact_deep13_padic_tangent_p11
137570	78384	36673	target_22224_direct_contact_deep13_padic_tangent_p11
137570	93025	124519	target_22224_direct_contact_deep13_padic_tangent_p11
137570	107666	51314	target_22224_direct_contact_deep13_padic_tangent_p11
137570	122307	139160	target_22224_direct_contact_deep13_padic_tangent_p11
137570	136948	65955	target_22224_direct_contact_deep13_padic_tangent_p11
137570	151589	153801	target_22224_direct_contact_deep13_padic_tangent_p11
139671	8424	41975	target_22224_direct_contact_deep13_padic_tangent_p11
139671	23065	129821	target_22224_direct_contact_deep13_padic_tangent_p11
139671	37706	56616	target_22224_direct_contact_deep13_padic_tangent_p11
139671	52347	144462	target_22224_direct_contact_deep13_padic_tangent_p11
139671	66988	71257	target_22224_direct_contact_deep13_padic_tangent_p11
139671	81629	159103	target_22224_direct_contact_deep13_padic_tangent_p11
139671	96270	85898	target_22224_direct_contact_deep13_padic_tangent_p11
139671	110911	12693	target_22224_direct_contact_deep13_padic_tangent_p11
139671	125552	100539	target_22224_direct_contact_deep13_padic_tangent_p11
139671	140193	27334	target_22224_direct_contact_deep13_padic_tangent_p11
139671	154834	115180	target_22224_direct_contact_deep13_padic_tangent_p11
141871	5784	77131	target_22224_direct_contact_deep13_padic_tangent_p11
141871	20425	3926	target_22224_direct_contact_deep13_padic_tangent_p11
141871	35066	91772	target_22224_direct_contact_deep13_padic_tangent_p11
141871	49707	18567	target_22224_direct_contact_deep13_padic_tangent_p11
141871	64348	106413	target_22224_direct_contact_deep13_padic_tangent_p11
141871	78989	33208	target_22224_direct_contact_deep13_padic_tangent_p11
141871	93630	121054	target_22224_direct_contact_deep13_padic_tangent_p11
141871	108271	47849	target_22224_direct_contact_deep13_padic_tangent_p11
141871	122912	135695	target_22224_direct_contact_deep13_padic_tangent_p11
141871	137553	62490	target_22224_direct_contact_deep13_padic_tangent_p11
141871	152194	150336	target_22224_direct_contact_deep13_padic_tangent_p11
142652	4464	92157	target_22224_direct_contact_deep13_padic_tangent_p11
142652	19105	18952	target_22224_direct_contact_deep13_padic_tangent_p11
142652	33746	106798	target_22224_direct_contact_deep13_padic_tangent_p11
142652	48387	33593	target_22224_direct_contact_deep13_padic_tangent_p11
142652	63028	121439	target_22224_direct_contact_deep13_padic_tangent_p11
142652	77669	48234	target_22224_direct_contact_deep13_padic_tangent_p11
142652	92310	136080	target_22224_direct_contact_deep13_padic_tangent_p11
142652	106951	62875	target_22224_direct_contact_deep13_padic_tangent_p11
142652	121592	150721	target_22224_direct_contact_deep13_padic_tangent_p11
142652	136233	77516	target_22224_direct_contact_deep13_padic_tangent_p11
142652	150874	4311	target_22224_direct_contact_deep13_padic_tangent_p11
142674	1538	77802	target_22224_direct_contact_deep13_padic_tangent_p11
142674	16179	4597	target_22224_direct_contact_deep13_padic_tangent_p11
142674	30820	92443	target_22224_direct_contact_deep13_padic_tangent_p11
142674	45461	19238	target_22224_direct_contact_deep13_padic_tangent_p11
142674	60102	107084	target_22224_direct_contact_deep13_padic_tangent_p11
142674	74743	33879	target_22224_direct_contact_deep13_padic_tangent_p11
142674	89384	121725	target_22224_direct_contact_deep13_padic_tangent_p11
142674	104025	48520	target_22224_direct_contact_deep13_padic_tangent_p11
142674	118666	136366	target_22224_direct_contact_deep13_padic_tangent_p11
142674	133307	63161	target_22224_direct_contact_deep13_padic_tangent_p11
142674	147948	151007	target_22224_direct_contact_deep13_padic_tangent_p11
146931	11306	51039	target_22224_direct_contact_deep13_padic_tangent_p11
146931	25947	138885	target_22224_direct_contact_deep13_padic_tangent_p11
146931	40588	65680	target_22224_direct_contact_deep13_padic_tangent_p11
146931	55229	153526	target_22224_direct_contact_deep13_padic_tangent_p11
146931	69870	80321	target_22224_direct_contact_deep13_padic_tangent_p11
146931	84511	7116	target_22224_direct_contact_deep13_padic_tangent_p11
146931	99152	94962	target_22224_direct_contact_deep13_padic_tangent_p11
146931	113793	21757	target_22224_direct_contact_deep13_padic_tangent_p11
146931	128434	109603	target_22224_direct_contact_deep13_padic_tangent_p11
146931	143075	36398	target_22224_direct_contact_deep13_padic_tangent_p11
146931	157716	124244	target_22224_direct_contact_deep13_padic_tangent_p11
148493	2781	102288	target_22224_direct_contact_deep13_padic_tangent_p11
148493	17422	29083	target_22224_direct_contact_deep13_padic_tangent_p11
148493	32063	116929	target_22224_direct_contact_deep13_padic_tangent_p11
148493	46704	43724	target_22224_direct_contact_deep13_padic_tangent_p11
148493	61345	131570	target_22224_direct_contact_deep13_padic_tangent_p11
148493	75986	58365	target_22224_direct_contact_deep13_padic_tangent_p11
148493	90627	146211	target_22224_direct_contact_deep13_padic_tangent_p11
148493	105268	73006	target_22224_direct_contact_deep13_padic_tangent_p11
148493	119909	160852	target_22224_direct_contact_deep13_padic_tangent_p11
148493	134550	87647	target_22224_direct_contact_deep13_padic_tangent_p11
148493	149191	14442	target_22224_direct_contact_deep13_padic_tangent_p11
151595	10965	3783	target_22224_direct_contact_deep13_padic_tangent_p11
151595	25606	91629	target_22224_direct_contact_deep13_padic_tangent_p11
151595	40247	18424	target_22224_direct_contact_deep13_padic_tangent_p11
151595	54888	106270	target_22224_direct_contact_deep13_padic_tangent_p11
151595	69529	33065	target_22224_direct_contact_deep13_padic_tangent_p11
151595	84170	120911	target_22224_direct_contact_deep13_padic_tangent_p11
151595	98811	47706	target_22224_direct_contact_deep13_padic_tangent_p11
151595	113452	135552	target_22224_direct_contact_deep13_padic_tangent_p11
151595	128093	62347	target_22224_direct_contact_deep13_padic_tangent_p11
151595	142734	150193	target_22224_direct_contact_deep13_padic_tangent_p11
151595	157375	76988	target_22224_direct_contact_deep13_padic_tangent_p11
152130	363	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	968	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	1694	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	2299	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	3025	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	3630	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	4356	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	4961	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	5687	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	6292	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	7018	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	7623	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	8349	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	8954	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	9680	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	10285	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	11011	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	11616	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	12342	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	12947	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	13673	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	14278	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	15004	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	15609	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	16335	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	16940	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	17666	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	18271	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	18997	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	19602	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	20328	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	20933	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	21659	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	22264	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	22990	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	23595	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	24321	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	24926	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	25652	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	26257	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	26983	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	27588	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	28314	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	28919	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	29645	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	30250	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	30976	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	31581	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	32307	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	32912	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	33638	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	34243	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	34969	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	35574	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	36300	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	36905	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	37631	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	38236	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	38962	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	39567	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	40293	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	40898	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	41624	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	42229	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	42955	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	43560	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	44286	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	44891	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	45617	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	46222	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	46948	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	47553	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	48279	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	48884	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	49610	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	50215	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	50941	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	51546	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	52272	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	52877	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	53603	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	54208	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	54934	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	55539	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	56265	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	56870	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	57596	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	58201	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	58927	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	59532	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	60258	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	60863	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	61589	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	62194	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	62920	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	63525	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	64251	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	64856	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	65582	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	66187	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	66913	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	67518	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	68244	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
152130	68849	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
