m	n	k	torsion_coset
-658	-703	-685	1
-655	-256	647	1
-655	-256	-793	1
-655	824	-433	1
-654	-987	-933	1
-654	-195	3	1
-654	309	-429	1
-651	-252	831	1
-651	-252	-249	1
-651	-36	399	1
-651	-36	903	1
-651	-36	-681	1
-651	-36	-177	1
-651	756	-105	1
-650	-503	359	2
-650	-503	863	2
-650	-503	-1	2
-650	-215	935	2
-650	-215	-865	2
-650	-215	-73	2
-650	73	71	2
-650	73	287	2
-650	73	719	2
-650	73	791	2
-650	73	-793	2
-650	73	-721	2
-650	73	-289	2
-650	289	647	2
-650	289	935	2
-650	289	-145	2
-650	577	359	2
-650	577	719	2
-650	865	287	2
-650	865	-865	2
-650	865	-793	2
-650	865	-505	2
-648	-645	-645	1
-648	147	-429	1
-648	147	-69	1
-648	435	-645	1
-648	435	-285	1
-648	939	-69	1
-645	-702	471	1
-645	-702	831	1
-645	-702	-33	1
-645	-198	399	1
-645	-198	903	1
-645	-198	-681	1
-645	90	-753	1
-645	378	327	1
-645	378	831	1
-645	378	-753	1
-645	594	-105	1
-645	882	759	1
-645	882	-321	1
-643	-868	215	1
-643	-868	-145	1
-643	-580	287	1
-643	-580	-793	1
-643	212	215	1
-643	212	575	1
-643	500	647	1
-643	500	-433	1
-640	899	-973	1
-637	-742	287	1
-637	-742	-793	1
-637	50	575	1
-637	50	-865	1
-637	338	647	1
-637	338	-433	1
-636	-969	-645	1
-636	-681	3	1
-636	-681	-717	1
-636	-177	-429	1
-636	-177	-69	1
-636	111	-285	1
-636	903	291	1
-636	903	-69	1
-633	-738	831	1
-633	-738	-609	1
-633	-738	-105	1
-633	-234	327	1
-633	-234	-753	1
-633	54	687	1
-633	54	831	1
-633	54	-753	1
-633	270	255	1
-633	270	-105	1
-633	846	687	1
-633	846	-753	1
-633	846	-393	1
-630	-843	3	1
-630	453	-573	1
-630	453	-69	1
-628	575	-253	1
-627	-900	-609	1
-627	-900	-105	1
-627	-684	399	1
-627	-684	-537	1
-627	-108	327	1
-627	-108	687	1
-627	108	255	1
-627	396	759	1
-627	396	-681	1
-627	396	-177	1
-627	900	255	1
-627	900	-825	1
-627	900	-249	1
-626	-839	95	2
-626	-839	815	2
-626	-839	887	2
-626	-839	-913	2
-626	-839	-625	2
-626	-839	-193	2
-626	-623	167	2
-626	-623	455	2
-626	-623	887	2
-626	-623	-625	2
-626	-623	-553	2
-626	-47	23	2
-626	-47	671	2
-626	-47	815	2
-626	-47	-985	2
-626	-47	-769	2
-626	-47	-697	2
-626	169	239	2
-626	169	743	2
-626	169	-697	2
-626	169	-121	2
-626	457	527	2
-626	457	815	2
-626	457	-985	2
-626	457	-265	2
-626	457	-193	2
-626	961	167	2
-625	14	647	1
-622	413	827	1
-619	-436	575	1
-619	644	935	1
-618	-375	-645	1
-618	129	507	1
-618	129	-573	1
-618	921	-573	1
-618	921	-213	1
-615	-720	327	1
-615	-432	687	1
-615	-216	255	1
-615	72	-681	1
-615	72	-177	1
-615	360	687	1
-615	864	615	1
-614	-899	71	2
-614	-899	719	2
-614	-899	-721	2
-614	-899	-649	2
-614	-395	359	2
-614	-395	863	2
-614	-395	-937	2
-614	-395	-721	2
-614	-395	-217	2
-614	-107	215	2
-614	-107	647	2
-614	-107	-865	2
-614	109	215	2
-614	109	791	2
-614	109	-649	2
-614	109	-289	2
-614	685	143	2
-614	685	719	2
-614	685	-937	2
-614	685	-577	2
-614	685	-361	2
-614	901	287	2
-614	901	719	2
-614	901	791	2
-614	901	-793	2
-614	901	-289	2
-614	901	-1	2
-612	-825	291	1
-612	-825	-69	1
-612	-537	435	1
-612	-33	507	1
-612	-33	867	1
-612	-33	-789	1
-612	-33	-69	1
-612	255	291	1
-612	255	651	1
-610	89	827	1
-610	89	-253	1
-609	-882	-753	1
-609	-594	-249	1
-609	-90	183	1
-609	-90	-681	1
-609	-90	-177	1
-609	198	-393	1
-609	414	255	1
-609	414	831	1
-609	414	-249	1
-609	990	183	1
-609	990	543	1
-609	990	-321	1
-607	-760	575	1
-607	-760	-865	1
-607	320	935	1
-607	320	-505	1
-604	719	755	1
-601	-922	215	1
-601	-922	-865	1
-601	158	575	1
-601	158	-505	1
-600	-861	435	1
-600	-861	-645	1
-600	-357	507	1
-600	-357	867	1
-600	435	867	1
-600	435	-213	1
-600	723	867	1
-600	723	-933	1
-597	-918	327	1
-597	-918	831	1
-597	-918	-753	1
-597	-918	-249	1
-597	-702	255	1
-597	-414	183	1
-597	-414	759	1
-597	-414	-321	1
-597	-414	-177	1
-597	90	255	1
-597	90	831	1
-597	378	615	1
-597	378	-825	1
-597	666	39	1
-597	666	183	1
-597	666	543	1
-597	882	111	1
-597	882	-753	1
-597	882	-393	1
-594	-519	867	1
-594	-231	-69	1
-594	273	867	1
-594	273	-213	1
-592	-397	-973	1
-592	-397	-253	1
-592	683	107	1
-592	683	-613	1
-591	-864	-105	1
-591	-576	183	1
-591	-576	759	1
-591	-576	-681	1
-591	-576	-321	1
-591	-288	-753	1
-591	-72	-249	1
-591	216	255	1
-591	216	-825	1
-591	504	39	1
-591	504	543	1
-591	504	-321	1
-590	-803	239	2
-590	-803	383	2
-590	-803	599	2
-590	-803	-697	2
-590	-515	167	2
-590	-515	-985	2
-590	-515	-193	2
-590	-227	167	2
-590	-227	239	2
-590	-227	959	2
-590	-227	-841	2
-590	-227	-769	2
-590	-227	-553	2
-590	-227	-49	2
-590	-11	815	2
-590	-11	-985	2
-590	-11	-193	2
-590	277	599	2
-590	277	743	2
-590	277	959	2
-590	277	-841	2
-590	277	-337	2
-590	565	167	2
-590	565	527	2
-590	565	-625	2
-589	-166	575	1
-589	-166	-505	1
-586	-559	827	1
-583	-328	575	1
-583	-328	-505	1
-583	680	-433	1
-583	680	-73	1
-582	-843	-69	1
-582	-555	291	1
-582	-555	-69	1
-582	237	291	1
-582	741	363	1
-582	741	723	1
-579	-900	759	1
-579	-900	-321	1
-579	-612	-753	1
-579	-612	-393	1
-579	180	39	1
-579	396	111	1
-579	396	687	1
-579	396	-393	1
-579	684	-825	1
-578	-863	71	2
-578	-863	863	2
-578	-863	-937	2
-578	-863	-649	2
-578	-863	-145	2
-578	-575	215	2
-578	-575	647	2
-578	-575	-865	2
-578	-575	-793	2
-578	-71	287	2
-578	-71	647	2
-578	-71	-721	2
-578	-71	-361	2
-578	217	215	2
-578	217	431	2
-578	217	-937	2
-578	217	-865	2
-578	217	-577	2
-578	217	-289	2
-578	505	575	2
-578	505	-505	2
-578	505	-433	2
-578	721	647	2
-578	721	935	2
-578	721	-433	2
-576	-213	147	1
-576	-213	867	1
-576	-213	-573	1
-576	579	-717	1
-576	867	507	1
-576	867	-213	1
-574	-91	755	1
-573	-774	687	1
-573	-774	-393	1
-573	-558	-825	1
-573	-270	255	1
-573	-270	-825	1
-573	234	687	1
-573	234	-393	1
-573	522	-825	1
-573	522	-465	1
-573	810	615	1
-573	810	-465	1
-571	-652	935	1
-571	-652	-505	1
-571	356	-433	1
-571	356	-73	1
-568	-253	-325	1
-568	35	-973	1
-568	827	35	1
-565	194	-73	1
-564	-537	-573	1
-564	-249	291	1
-564	-249	-789	1
-564	-249	-429	1
-564	-249	-213	1
-564	255	723	1
-564	543	-213	1
-561	-882	255	1
-561	-882	-825	1
-561	-882	-249	1
-561	-594	615	1
-561	-594	-825	1
-561	-306	183	1
-561	-306	-897	1
-561	-306	-321	1
-561	198	111	1
-561	198	615	1
-561	198	-969	1
-561	198	-825	1
-561	198	-465	1
-561	486	975	1
-561	486	-465	1
-561	702	-393	1
-558	-699	-573	1
-558	-411	291	1
-558	-411	867	1
-558	-411	-213	1
-558	381	-213	1
-558	885	-285	1
-556	-577	755	1
-556	-577	-325	1
-556	-289	-973	1
-556	503	35	1
-555	-756	255	1
-555	-756	615	1
-555	-468	183	1
-555	-468	-897	1
-555	-468	-321	1
-555	-252	687	1
-555	-252	-753	1
-555	-252	-249	1
-555	324	615	1
-555	324	975	1
-555	540	687	1
-555	828	111	1
-555	828	-969	1
-555	828	-393	1
-554	-695	599	2
-554	-695	743	2
-554	-695	-841	2
-554	-407	95	2
-554	-407	167	2
-554	-407	887	2
-554	-407	-913	2
-554	-407	-625	2
-554	-191	455	2
-554	-191	743	2
-554	-191	-409	2
-554	-191	-337	2
-554	-191	-265	2
-554	-191	-49	2
-554	385	959	2
-554	385	-697	2
-554	385	-481	2
-554	601	167	2
-554	601	527	2
-554	601	-841	2
-554	601	-409	2
-554	889	23	2
-554	889	95	2
-554	889	311	2
-554	889	815	2
-554	889	-985	2
-554	889	-697	2
-554	889	-49	2
-553	662	-505	1
-550	-451	107	1
-550	-451	-973	1
-547	-292	-73	1
-547	500	-505	1
-547	788	287	1
-546	-231	723	1
-546	-231	-717	1
-546	561	795	1
-546	561	-285	1
-546	849	-357	1
-543	-576	-753	1
-543	-576	-249	1
-543	-288	111	1
-543	-288	615	1
-543	-288	-969	1
-543	0	975	1
-543	504	111	1
-543	504	-969	1
-543	504	-393	1
-543	792	471	1
-543	792	975	1
-543	792	-609	1
-542	-755	71	2
-542	-755	143	2
-542	-755	575	2
-542	-755	935	2
-542	-755	-937	2
-542	-467	-865	2
-542	-467	-433	2
-542	37	71	2
-542	37	359	2
-542	37	647	2
-542	37	-649	2
-542	37	-433	2
-542	37	-1	2
-542	325	431	2
-542	325	503	2
-542	325	935	2
-542	325	-577	2
-542	541	503	2
-542	541	-361	2
-542	541	-1	2
-540	-897	-933	1
-540	-897	-429	1
-540	-897	-213	1
-540	-393	363	1
-540	-105	147	1
-540	-105	-213	1
-540	399	795	1
-540	687	723	1
-538	-775	107	1
-537	-954	39	1
-537	-954	543	1
-537	-954	-897	1
-537	-954	-321	1
-537	-738	111	1
-537	-738	-753	1
-537	-738	-249	1
-537	-450	111	1
-537	-450	-465	1
-537	342	111	1
-537	342	471	1
-537	342	-393	1
-537	630	471	1
-537	630	-105	1
-537	846	39	1
-537	846	543	1
-535	-616	-433	1
-535	464	-73	1
-532	-937	-973	1
-532	-937	-613	1
-529	14	935	1
-529	14	-145	1
-528	-429	147	1
-528	-429	507	1
-528	75	795	1
-528	867	-789	1
-528	867	-429	1
-525	-486	615	1
-525	-486	-465	1
-525	-270	687	1
-525	-270	-393	1
-525	18	111	1
-525	18	471	1
-525	18	-33	1
-525	522	543	1
-525	522	-897	1
-525	810	-33	1
-522	-879	363	1
-522	-879	-717	1
-522	201	723	1
-522	201	-357	1
-522	705	651	1
-522	705	-429	1
-519	-936	-825	1
-519	-432	687	1
-519	-432	-393	1
-519	-144	471	1
-519	-144	-393	1
-519	-144	-33	1
-519	144	-969	1
-519	144	-465	1
-519	360	39	1
-519	360	-897	1
-519	648	-33	1
-519	936	327	1
-519	936	831	1
-519	936	-33	1
-518	-875	95	2
-518	-875	167	2
-518	-875	887	2
-518	-875	-913	2
-518	-875	-625	2
-518	-371	527	2
-518	-371	599	2
-518	-371	671	2
-518	-371	887	2
-518	-371	-913	2
-518	-371	-481	2
-518	-371	-409	2
-518	-371	-121	2
-518	-83	95	2
-518	-83	455	2
-518	-83	-697	2
-518	-83	-49	2
-518	205	455	2
-518	205	527	2
-518	205	-985	2
-518	205	-553	2
-518	205	-265	2
-518	421	95	2
-518	421	527	2
-518	421	-985	2
-518	421	-913	2
-518	421	-193	2
-518	709	239	2
-518	709	887	2
-518	709	959	2
-518	709	-553	2
-518	709	-121	2
-518	709	-49	2
-518	997	311	2
-518	997	455	2
-518	997	815	2
-518	997	-337	2
-517	-310	935	1
-517	-310	-145	1
-517	-22	287	1
-517	-22	-73	1
-517	770	215	1
-514	-631	35	1
-511	-472	935	1
-511	-472	-145	1
-511	-184	287	1
-511	608	215	1
-511	896	647	1
-511	896	-793	1
-510	-915	-213	1
-510	-123	-357	1
-507	-972	615	1
-507	-972	-465	1
-507	-468	-33	1
-507	-180	-969	1
-507	-180	-465	1
-507	-180	-105	1
-507	36	-897	1
-507	612	327	1
-507	828	975	1
-507	828	-105	1
-506	-647	71	2
-506	-647	503	2
-506	-647	575	2
-506	-647	-937	2
-506	-647	-505	2
-506	-647	-217	2
-506	-431	143	2
-506	-431	359	2
-506	-431	-937	2
-506	-431	-361	2
-506	-143	287	2
-506	-143	935	2
-506	-143	-505	2
-506	-143	-73	2
-506	361	575	2
-506	361	935	2
-506	361	-433	2
-506	361	-73	2
-506	649	503	2
-506	649	719	2
-506	649	-577	2
-506	649	-1	2
-506	937	287	2
-506	937	647	2
-506	937	-145	2
-504	-285	723	1
-504	219	-429	1
-504	219	-69	1
-502	-955	35	1
-501	-918	687	1
-501	-342	975	1
-501	-342	-969	1
-501	-342	-609	1
-501	-342	-105	1
-501	-126	-897	1
-501	-126	-537	1
-501	666	975	1
-501	666	-105	1
-501	954	-537	1
-501	954	-177	1
-499	-796	-145	1
-499	284	215	1
-496	971	467	1
-496	971	-613	1
-493	-958	935	1
-493	-958	-505	1
-493	-670	287	1
-493	122	-145	1
-493	410	647	1
-492	-897	-285	1
-492	-105	-69	1
-492	183	75	1
-492	687	147	1
-492	687	507	1
-492	975	291	1
-489	-954	111	1
-489	-954	-969	1
-489	-954	-393	1
-489	-666	471	1
-489	-666	975	1
-489	-666	-969	1
-489	-666	-609	1
-489	-666	-105	1
-489	-450	39	1
-489	-450	543	1
-489	-450	-897	1
-489	-450	-537	1
-489	126	471	1
-489	126	-609	1
-489	126	-33	1
-489	630	399	1
-489	630	903	1
-489	630	-681	1
-489	630	-537	1
-489	630	-177	1
-486	-267	-789	1
-486	21	75	1
-486	813	-429	1
-483	-828	471	1
-483	-828	975	1
-483	-828	-609	1
-483	-828	-105	1
-483	-36	471	1
-483	-36	-609	1
-483	-36	-33	1
-483	180	975	1
-483	180	-465	1
-483	972	831	1
-483	972	975	1
-483	972	-609	1
-482	-767	455	2
-482	-767	-985	2
-482	-767	-625	2
-482	-263	239	2
-482	-263	887	2
-482	-263	-769	2
-482	-263	-553	2
-482	-263	-481	2
-482	25	383	2
-482	25	455	2
-482	25	671	2
-482	25	-625	2
-482	25	-337	2
-482	25	-49	2
-482	241	23	2
-482	241	239	2
-482	241	743	2
-482	241	-121	2
-482	817	599	2
-482	817	-913	2
-482	817	-409	2
-482	817	-193	2
-482	817	-121	2
-481	-994	287	1
-481	-202	-145	1
-481	86	647	1
-481	86	-793	1
-481	878	215	1
-481	878	-865	1
-478	485	467	1
-478	485	827	1
-475	-76	287	1
-475	-76	-793	1
-474	-591	-789	1
-474	-591	-429	1
-474	201	-429	1
-474	489	-429	1
-474	489	-69	1
-474	993	-573	1
-471	-936	39	1
-471	-936	543	1
-471	-144	-465	1
-471	144	399	1
-471	144	903	1
-471	144	-681	1
-471	432	-753	1
-471	648	831	1
-471	936	-105	1
-470	-827	431	2
-470	-827	719	2
-470	-827	-793	2
-470	-827	-289	2
-470	-827	-73	2
-470	-827	-1	2
-470	-611	287	2
-470	-611	575	2
-470	-611	-505	2
-470	-611	-73	2
-470	-323	359	2
-470	-323	863	2
-470	-35	647	2
-470	-35	-865	2
-470	-35	-145	2
-470	-35	-73	2
-470	469	287	2
-470	469	647	2
-470	469	935	2
-470	469	-145	2
-470	757	719	2
-470	757	-937	2
-470	973	287	2
-470	973	791	2
-470	973	-721	2
-470	973	-73	2
-468	-753	651	1
-468	-465	75	1
-468	-465	-645	1
-468	39	507	1
-468	39	651	1
-468	39	867	1
-468	39	-933	1
-468	831	507	1
-468	831	-933	1
-468	831	-213	1
-466	161	827	1
-466	953	395	1
-465	-810	-33	1
-465	-522	327	1
-465	-522	831	1
-465	-522	-609	1
-465	-522	-33	1
-465	-306	-465	1
-465	-18	399	1
-465	-18	-177	1
-465	270	327	1
-465	270	-753	1
-465	774	-105	1
-463	-688	215	1
-463	-400	287	1
-463	-400	-793	1
-463	392	575	1
-463	392	-865	1
-457	-850	215	1
-457	-850	-145	1
-457	-562	287	1
-457	-562	-793	1
-457	230	215	1
-457	230	575	1
-456	3	-69	1
-456	507	-933	1
-453	-846	327	1
-453	-846	831	1
-453	-846	-33	1
-453	-630	975	1
-453	-630	-105	1
-453	-54	327	1
-453	-54	-753	1
-453	162	831	1
-453	162	975	1
-453	162	-609	1
-453	162	-105	1
-453	450	255	1
-453	954	831	1
-453	954	-753	1
-453	954	-609	1
-450	-447	147	1
-450	-447	651	1
-450	-447	-933	1
-450	-447	-429	1
-450	345	-933	1
-450	633	507	1
-450	633	-573	1
-450	633	-69	1
-448	-325	467	1
-448	467	395	1
-448	467	-685	1
-448	755	827	1
-447	-792	975	1
-447	-792	-465	1
-447	-792	-105	1
-447	-504	-537	1
-447	0	471	1
-447	0	975	1
-447	0	-609	1
-447	0	-105	1
-447	288	255	1
-447	288	-105	1
-447	576	-681	1
-447	576	-177	1
-447	792	327	1
-447	792	-609	1
-446	-947	311	2
-446	-947	815	2
-446	-947	-697	2
-446	-947	-49	2
-446	-731	23	2
-446	-731	383	2
-446	-731	959	2
-446	-731	-121	2
-446	-443	167	2
-446	-443	455	2
-446	-443	-625	2
-446	-443	-553	2
-446	61	167	2
-446	61	815	2
-446	61	887	2
-446	61	-625	2
-446	61	-193	2
-446	349	239	2
-446	349	383	2
-446	349	743	2
-446	637	527	2
-446	637	815	2
-446	637	-985	2
-446	637	-265	2
-446	637	-193	2
-446	853	95	2
-446	853	383	2
-446	853	815	2
-446	853	-769	2
-446	853	-697	2
-446	853	-625	2
-446	853	-409	2
-445	-886	647	1
-445	-886	-793	1
-445	914	647	1
-442	-487	-613	1
-442	305	395	1
-442	305	755	1
-442	593	-253	1
-438	-771	147	1
-438	-771	507	1
-438	-771	-429	1
-438	-483	-69	1
-438	21	507	1
-438	309	507	1
-438	309	867	1
-438	309	-69	1
-435	-828	-537	1
-435	-828	-177	1
-435	-540	-753	1
-435	-36	255	1
-435	252	183	1
-435	252	-681	1
-435	252	-177	1
-435	468	-609	1
-434	-791	215	2
-434	-791	431	2
-434	-791	863	2
-434	-791	935	2
-434	-791	-649	2
-434	-791	-577	2
-434	-791	-145	2
-434	-215	359	2
-434	-215	863	2
-434	-215	-937	2
-434	-215	-721	2
-434	-215	-217	2
-434	1	431	2
-434	1	647	2
-434	1	-721	2
-434	1	-649	2
-434	1	-361	2
-434	1	-73	2
-434	289	215	2
-434	289	575	2
-434	289	791	2
-434	289	-289	2
-434	289	-217	2
-434	793	215	2
-434	793	-145	2
-432	-933	651	1
-432	-933	-933	1
-432	-645	291	1
-432	-645	-429	1
-432	147	-789	1
-432	147	-573	1
-432	651	3	1
-432	651	723	1
-430	-811	467	1
-430	-811	-613	1
-430	269	827	1
-430	269	-253	1
-429	-990	903	1
-429	-990	-681	1
-429	-990	-177	1
-429	-702	327	1
-429	-486	471	1
-429	-486	975	1
-429	-486	-609	1
-429	90	183	1
-429	90	-681	1
-429	90	-321	1
-429	306	-609	1
-429	306	-249	1
-429	594	831	1
-429	594	-825	1
-429	594	-249	1
-427	-580	215	1
-427	-580	-865	1
-427	428	-793	1
-424	-181	755	1
-421	-742	215	1
-421	-742	-865	1
-421	266	-793	1
-420	-465	507	1
-420	-465	-573	1
-420	-465	-213	1
-420	-177	867	1
-420	-177	-789	1
-420	327	3	1
-420	615	147	1
-420	615	867	1
-420	615	-213	1
-417	-810	831	1
-417	-810	975	1
-417	-810	-609	1
-417	-522	-105	1
-417	-234	183	1
-417	-234	759	1
-417	-234	-681	1
-417	-234	-321	1
-417	-18	327	1
-417	-18	831	1
-417	-18	-753	1
-417	-18	-609	1
-417	-18	-249	1
-417	270	-249	1
-417	558	255	1
-417	558	-825	1
-414	-627	507	1
-414	-339	867	1
-414	165	3	1
-414	453	867	1
-412	-217	827	1
-412	-217	-973	1
-411	-972	471	1
-411	-972	831	1
-411	-684	-105	1
-411	-396	183	1
-411	-396	759	1
-411	-396	-321	1
-411	108	831	1
-411	396	255	1
-411	396	-825	1
-411	612	327	1
-411	612	-753	1
-410	-911	167	2
-410	-911	815	2
-410	-911	-625	2
-410	-911	-553	2
-410	-623	383	2
-410	-623	599	2
-410	-623	-697	2
-410	-623	-121	2
-410	-335	167	2
-410	169	527	2
-410	169	-985	2
-410	169	-265	2
-410	169	-193	2
-410	457	239	2
-410	457	743	2
-410	457	959	2
-410	457	-841	2
-410	457	-337	2
-410	673	167	2
-410	673	239	2
-410	673	311	2
-410	673	527	2
-410	673	-841	2
-410	673	-769	2
-410	673	-481	2
-409	734	575	1
-409	734	-505	1
-406	-667	755	1
-406	-667	-685	1
-406	413	-325	1
-403	-220	647	1
-403	-220	-433	1
-403	572	575	1
-403	572	-505	1
-403	860	-73	1
-402	-663	867	1
-402	-663	-573	1
-402	921	-717	1
-399	-720	183	1
-399	-720	759	1
-399	-504	327	1
-399	-504	831	1
-399	-504	-753	1
-399	-216	-825	1
-399	288	327	1
-399	288	-753	1
-399	576	687	1
-399	576	-393	1
-399	864	-825	1
-399	864	-465	1
-398	-971	287	2
-398	-971	359	2
-398	-971	791	2
-398	-971	-721	2
-398	-683	575	2
-398	-683	-937	2
-398	-683	-649	2
-398	-683	-217	2
-398	-683	-145	2
-398	-395	215	2
-398	-395	287	2
-398	-395	-865	2
-398	-395	-793	2
-398	-395	-505	2
-398	-179	215	2
-398	-179	287	2
-398	-179	575	2
-398	-179	-793	2
-398	-179	-433	2
-398	109	647	2
-398	109	719	2
-398	109	-361	2
-398	397	143	2
-398	397	215	2
-398	397	935	2
-398	397	-865	2
-398	397	-577	2
-398	397	-289	2
-398	901	575	2
-398	901	647	2
-398	901	935	2
-398	901	-865	2
-398	901	-433	2
-398	901	-73	2
-396	-321	3	1
-396	-321	363	1
-396	-33	147	1
-396	471	795	1
-396	471	-645	1
-396	759	363	1
-396	759	723	1
-394	-991	-685	1
-394	89	-325	1
-393	-666	327	1
-393	-666	-249	1
-393	-378	255	1
-393	-378	-825	1
-393	-90	255	1
-393	-90	615	1
-393	126	327	1
-393	126	687	1
-393	414	111	1
-393	414	687	1
-393	702	615	1
-393	702	-969	1
-393	702	-465	1
-391	-544	647	1
-391	-544	-433	1
-391	248	-505	1
-391	536	-73	1
-388	-865	-253	1
-388	-73	755	1
-388	-73	-325	1
-385	-706	647	1
-385	-706	-433	1
-385	374	-73	1
-384	-645	363	1
-384	-645	723	1
-384	-357	147	1
-384	-357	-573	1
-384	435	723	1
-384	939	-429	1
-381	-702	255	1
-381	-702	831	1
-381	-702	-825	1
-381	-702	-249	1
-381	-414	255	1
-381	-414	615	1
-381	-198	327	1
-381	-198	687	1
-381	378	111	1
-381	378	615	1
-381	378	-969	1
-381	378	-465	1
-381	594	183	1
-381	594	-897	1
-381	594	-321	1
-381	882	687	1
-378	-519	-573	1
-378	-519	-213	1
-378	-15	435	1
-378	-15	-645	1
-376	-397	755	1
-375	-576	615	1
-375	-360	687	1
-375	-72	-753	1
-375	-72	-249	1
-375	432	183	1
-375	432	759	1
-375	432	-897	1
-375	432	-321	1
-374	-515	239	2
-374	-515	599	2
-374	-299	167	2
-374	-299	311	2
-374	-299	671	2
-374	-299	-481	2
-374	-11	455	2
-374	-11	671	2
-374	-11	743	2
-374	-11	-769	2
-374	-11	-337	2
-374	-11	-265	2
-374	-11	-49	2
-374	493	95	2
-374	493	167	2
-374	493	455	2
-374	493	-913	2
-374	781	527	2
-374	781	671	2
-374	781	-913	2
-374	781	-841	2
-374	781	-121	2
-373	-238	-865	1
-373	50	-73	1
-373	842	-505	1
-367	-400	-865	1
-367	-112	-433	1
-367	680	-505	1
-367	968	-73	1
-366	-843	-573	1
-366	-843	-213	1
-366	-339	435	1
-366	-339	795	1
-366	-51	363	1
-366	453	-789	1
-366	741	795	1
-363	-396	111	1
-363	-396	-753	1
-363	-396	-249	1
-363	-108	111	1
-363	-108	-465	1
-363	684	111	1
-363	684	471	1
-363	684	-393	1
-363	900	-825	1
-362	-863	287	2
-362	-863	719	2
-362	-863	791	2
-362	-863	-793	2
-362	-863	-721	2
-362	-863	-289	2
-362	-863	-1	2
-362	-575	71	2
-362	-575	143	2
-362	-575	431	2
-362	-575	935	2
-362	-575	-937	2
-362	-359	143	2
-362	-359	503	2
-362	-359	719	2
-362	-359	-361	2
-362	217	71	2
-362	217	359	2
-362	217	647	2
-362	217	-649	2
-362	217	-433	2
-362	217	-361	2
-362	433	215	2
-362	433	935	2
-362	433	-865	2
-362	433	-433	2
-362	433	-73	2
-362	721	503	2
-362	721	863	2
-362	721	-1	2
-360	-501	-645	1
-360	-213	-717	1
-360	579	-285	1
-357	-558	111	1
-357	-558	-753	1
-357	-558	-393	1
-357	-270	615	1
-357	-270	-969	1
-357	-270	-825	1
-357	-54	759	1
-357	-54	-897	1
-357	-54	-321	1
-357	522	471	1
-357	522	-969	1
-357	522	-393	1
-357	522	-33	1
-357	738	-825	1
-355	-436	-433	1
-355	644	-73	1
-349	-886	575	1
-349	-886	-865	1
-349	-886	-505	1
-349	194	935	1
-349	194	-505	1
-349	194	-145	1
-348	-825	795	1
-348	-33	291	1
-348	-33	-789	1
-348	759	291	1
-348	759	507	1
-348	759	-789	1
-345	-882	111	1
-345	-882	687	1
-345	-882	-753	1
-345	-882	-393	1
-345	-378	-321	1
-345	-90	687	1
-345	-90	-393	1
-345	198	471	1
-345	198	-393	1
-345	198	-33	1
-345	414	615	1
-345	414	-465	1
-345	702	39	1
-345	702	-897	1
-345	990	-33	1
-342	-987	795	1
-342	-699	363	1
-342	-699	723	1
-342	-195	291	1
-342	-195	-789	1
-342	597	291	1
-342	597	-789	1
-342	597	-213	1
-342	885	651	1
-342	885	-429	1
-340	719	107	1
-340	719	827	1
-339	-756	-825	1
-339	-540	759	1
-339	-252	687	1
-339	-252	-393	1
-339	36	471	1
-339	36	-33	1
-339	540	-897	1
-339	828	-33	1
-338	-983	95	2
-338	-983	671	2
-338	-983	-769	2
-338	-983	-409	2
-338	-695	167	2
-338	-695	527	2
-338	-695	-625	2
-338	-479	455	2
-338	-479	-553	2
-338	-479	-265	2
-338	-191	167	2
-338	-191	599	2
-338	-191	671	2
-338	-191	887	2
-338	-191	-913	2
-338	-191	-409	2
-338	-191	-121	2
-338	97	455	2
-338	97	-409	2
-338	97	-49	2
-338	601	95	2
-338	601	815	2
-338	601	-985	2
-338	601	-913	2
-338	601	-193	2
-338	889	239	2
-338	889	527	2
-338	889	959	2
-338	889	-553	2
-338	889	-49	2
-337	-922	-73	1
-337	-130	935	1
-337	-130	-145	1
-337	158	287	1
-337	950	215	1
-331	-292	935	1
-331	-4	287	1
-331	-4	-73	1
-330	-231	-285	1
-330	273	147	1
-330	273	-789	1
-330	273	-213	1
-327	-864	-897	1
-327	-288	471	1
-327	-288	-969	1
-327	-72	615	1
-327	-72	-465	1
-327	216	-897	1
-327	216	-537	1
-327	720	111	1
-327	720	615	1
-327	720	-969	1
-327	720	-465	1
-326	-539	575	2
-326	-539	647	2
-326	-539	-433	2
-326	-251	143	2
-326	-251	863	2
-326	-251	-937	2
-326	-251	-361	2
-326	37	287	2
-326	37	575	2
-326	37	-505	2
-326	253	71	2
-326	253	503	2
-326	253	575	2
-326	253	863	2
-326	253	-937	2
-326	253	-505	2
-326	253	-145	2
-326	541	935	2
-326	541	-73	2
-326	829	503	2
-326	829	-577	2
-326	829	-1	2
-324	-681	291	1
-324	-681	-429	1
-324	111	291	1
-324	111	651	1
-324	399	651	1
-324	399	-789	1
-324	399	-69	1
-324	903	-933	1
-322	233	107	1
-322	233	-973	1
-321	-738	-393	1
-321	-234	615	1
-321	54	543	1
-321	54	-537	1
-321	342	-33	1
-321	558	111	1
-321	558	615	1
-321	558	975	1
-321	558	-969	1
-321	846	975	1
-319	-616	935	1
-319	-616	-505	1
-319	464	-145	1
-316	71	107	1
-316	71	467	1
-316	863	395	1
-313	-778	-505	1
-313	302	-145	1
-312	-717	795	1
-312	-717	-285	1
-312	-213	147	1
-312	-213	651	1
