m	n	k	torsion_coset
34	829	-577	2
34	829	-361	2
36	-897	507	1
36	-897	-573	1
36	-609	291	1
36	-609	651	1
36	-609	867	1
36	-609	-213	1
36	183	867	1
36	183	-933	1
36	183	-213	1
36	975	-717	1
38	-775	755	1
38	-775	-325	1
38	305	35	1
39	-954	255	1
39	-666	183	1
39	-666	759	1
39	-666	-897	1
39	-666	-321	1
39	-162	111	1
39	-162	255	1
39	-162	615	1
39	126	615	1
39	126	-825	1
39	342	687	1
39	342	-753	1
39	918	471	1
39	918	615	1
39	918	975	1
39	918	-969	1
41	464	575	1
41	464	-505	1
44	-937	755	1
44	-649	107	1
44	-649	-253	1
47	302	575	1
47	302	-505	1
48	-933	291	1
48	-933	651	1
48	-933	867	1
48	-429	-717	1
48	363	75	1
48	363	795	1
48	363	-285	1
48	651	-717	1
48	651	-357	1
51	-990	183	1
51	-990	759	1
51	-990	-321	1
51	-774	327	1
51	-774	831	1
51	-774	-753	1
51	-774	-249	1
51	-486	111	1
51	-486	615	1
51	18	-753	1
51	306	111	1
51	306	687	1
51	306	-969	1
51	306	-393	1
51	594	471	1
51	594	975	1
51	810	39	1
51	810	543	1
51	810	-321	1
54	-591	363	1
54	-303	-213	1
54	201	795	1
54	489	723	1
54	993	291	1
54	993	-789	1
56	-181	395	1
56	-181	-325	1
57	-936	327	1
57	-936	831	1
57	-936	-753	1
57	-936	-249	1
57	-648	111	1
57	-360	-825	1
57	-144	-753	1
57	144	111	1
57	144	687	1
57	144	-393	1
57	432	471	1
57	936	-393	1
58	-875	23	2
58	-875	311	2
58	-875	815	2
58	-875	-985	2
58	-875	-769	2
58	-875	-337	2
58	-875	-265	2
58	-587	95	2
58	-587	167	2
58	-587	-913	2
58	-299	383	2
58	-299	-841	2
58	-299	-337	2
58	-83	239	2
58	-83	599	2
58	-83	-769	2
58	-83	-553	2
58	205	23	2
58	205	95	2
58	205	383	2
58	205	671	2
58	205	-985	2
58	205	-625	2
58	205	-409	2
58	493	455	2
58	493	527	2
58	493	-553	2
58	997	599	2
58	997	959	2
58	997	-913	2
58	997	-409	2
58	997	-193	2
59	-814	647	1
59	-814	-433	1
59	-22	575	1
59	-22	-505	1
59	266	-73	1
65	-976	647	1
65	-976	-433	1
65	104	-73	1
66	-915	363	1
66	-915	-717	1
66	165	723	1
66	165	-357	1
66	669	-789	1
69	-972	111	1
69	-972	255	1
69	-972	-825	1
69	-684	615	1
69	-684	-465	1
69	-468	687	1
69	-468	-393	1
69	108	471	1
69	108	615	1
69	108	-969	1
69	108	-465	1
69	324	543	1
69	324	-897	1
69	612	-33	1
70	-935	287	2
70	-935	647	2
70	-935	-505	2
70	-647	71	2
70	-647	431	2
70	-647	647	2
70	-647	719	2
70	-647	-361	2
70	-647	-73	2
70	-143	-937	2
70	145	647	2
70	145	-865	2
70	145	-145	2
70	433	287	2
70	433	431	2
70	433	791	2
70	433	-1	2
70	649	575	2
70	649	647	2
70	649	-505	2
70	649	-433	2
70	649	-145	2
70	937	-937	2
70	937	-721	2
70	937	-577	2
72	-789	-933	1
72	-285	75	1
72	507	291	1
72	507	651	1
72	795	435	1
74	-667	-325	1
75	-846	615	1
75	-846	-825	1
75	-846	-465	1
75	-630	687	1
75	-630	-753	1
75	-630	-393	1
75	-342	-393	1
75	162	39	1
75	162	183	1
75	162	-897	1
75	450	-393	1
75	450	-33	1
75	738	-969	1
75	738	-33	1
75	954	615	1
75	954	975	1
77	-508	575	1
77	-508	935	1
77	-220	-73	1
77	572	935	1
77	860	287	1
83	-670	935	1
83	698	-793	1
84	-609	75	1
84	-609	-645	1
84	-321	3	1
84	-321	-357	1
84	183	651	1
84	471	435	1
84	471	-285	1
87	-954	687	1
87	-954	-393	1
87	-378	111	1
87	-378	615	1
87	-378	-969	1
87	-378	-465	1
87	126	-33	1
87	414	-969	1
87	630	615	1
87	630	975	1
90	-771	-645	1
90	-771	-285	1
90	-483	723	1
90	-483	-717	1
90	309	75	1
90	309	-285	1
90	813	147	1
90	813	-429	1
92	935	467	1
92	935	-613	1
93	-828	-969	1
93	-540	111	1
93	-540	615	1
93	-540	975	1
93	-540	-969	1
93	-324	183	1
93	-324	-897	1
93	-324	-321	1
93	252	-969	1
93	252	-609	1
93	468	975	1
93	756	39	1
93	756	543	1
93	756	-537	1
94	-767	23	2
94	-767	-625	2
94	-479	95	2
94	-479	527	2
94	-479	-985	2
94	-479	-913	2
94	-479	-193	2
94	-263	167	2
94	-263	-985	2
94	-263	-913	2
94	-263	-625	2
94	313	383	2
94	313	-985	2
94	313	-265	2
94	529	599	2
94	529	959	2
94	817	527	2
94	817	-625	2
94	817	-553	2
94	817	-265	2
98	773	467	1
98	773	-613	1
101	-76	-145	1
102	-303	291	1
102	-15	75	1
102	-15	-285	1
102	489	147	1
102	777	651	1
105	-648	39	1
105	-648	543	1
105	-648	-897	1
105	-648	-321	1
105	-360	-393	1
105	-72	471	1
105	-72	-969	1
105	-72	-609	1
105	-72	-33	1
105	432	39	1
105	432	399	1
105	432	903	1
105	432	-537	1
105	720	-33	1
106	-827	575	2
106	-827	-505	2
106	-827	-433	2
106	-539	431	2
106	-539	-433	2
106	-539	-73	2
106	-35	-721	2
106	-35	-577	2
106	-35	-217	2
106	-35	-1	2
106	253	935	2
106	253	-145	2
106	253	-73	2
106	469	431	2
106	469	503	2
106	469	791	2
106	469	-937	2
106	469	-577	2
108	-969	3	1
108	-969	-717	1
108	-465	-789	1
108	-177	75	1
108	327	-789	1
108	327	-573	1
108	615	-429	1
110	449	-613	1
111	-810	39	1
111	-810	183	1
111	-810	543	1
111	-522	-393	1
111	-234	471	1
111	-234	-609	1
111	-234	-33	1
111	270	399	1
111	270	543	1
111	270	903	1
111	558	-33	1
111	774	975	1
111	774	-609	1
111	774	-465	1
113	-400	935	1
113	-400	-145	1
113	-112	-793	1
113	680	215	1
113	680	-865	1
119	-562	935	1
119	-562	-145	1
119	-274	287	1
119	-274	-793	1
119	518	215	1
119	518	-865	1
120	3	-789	1
120	3	-573	1
120	3	-429	1
123	-558	471	1
123	-558	-33	1
123	-342	615	1
123	-342	-465	1
123	-54	399	1
123	-54	903	1
123	450	-969	1
123	450	-465	1
123	738	975	1
123	738	-105	1
126	-951	291	1
126	-951	651	1
126	-159	651	1
126	-159	-933	1
126	129	651	1
126	633	507	1
126	633	-933	1
126	921	-933	1
126	921	-573	1
128	-37	-973	1
128	755	395	1
129	-504	615	1
129	-504	-465	1
129	-216	399	1
129	72	327	1
129	72	-33	1
129	288	-969	1
129	288	-465	1
129	576	975	1
129	576	-105	1
129	864	759	1
130	-947	311	2
130	-947	959	2
130	-947	-913	2
130	-947	-481	2
130	-947	-409	2
130	-443	23	2
130	-443	599	2
130	-443	-697	2
130	-443	-481	2
130	-155	455	2
130	-155	887	2
130	-155	-625	2
130	133	671	2
130	133	-841	2
130	133	-553	2
130	133	-121	2
130	133	-49	2
130	349	527	2
130	349	887	2
130	349	-985	2
130	349	-265	2
130	637	383	2
130	637	959	2
130	637	-697	2
130	637	-337	2
130	637	-121	2
130	925	815	2
130	925	-913	2
130	925	-265	2
131	-886	935	1
131	194	-865	1
134	-199	-973	1
134	593	-685	1
134	881	-613	1
137	-760	287	1
137	-760	-793	1
137	32	215	1
138	-483	651	1
138	-483	-933	1
138	-483	-429	1
138	-195	651	1
138	597	-933	1
138	597	-573	1
138	597	-69	1
141	-540	399	1
141	-540	543	1
141	-540	-537	1
141	-252	327	1
141	-252	-33	1
141	-36	975	1
141	-36	-969	1
141	-36	-609	1
141	-36	-105	1
141	540	759	1
141	540	903	1
141	540	-681	1
141	540	-177	1
141	756	831	1
141	756	-609	1
142	-719	-793	2
142	-719	-505	2
142	-719	-73	2
142	-503	71	2
142	-503	575	2
142	-503	791	2
142	-503	935	2
142	-503	-937	2
142	-503	-217	2
142	-215	215	2
142	-215	935	2
142	-215	-73	2
142	289	359	2
142	289	-793	2
142	289	-649	2
142	289	-1	2
142	577	143	2
142	577	431	2
142	577	935	2
142	577	-865	2
142	577	-649	2
142	577	-577	2
142	865	287	2
142	865	575	2
142	865	-793	2
144	147	147	1
144	147	-933	1
146	269	395	1
146	269	-685	1
147	-990	975	1
147	-990	-465	1
147	-414	327	1
147	-198	471	1
147	-198	975	1
147	-198	-609	1
147	-198	-465	1
147	-198	-105	1
147	90	-105	1
147	594	327	1
147	594	471	1
147	594	-609	1
147	882	255	1
147	882	831	1
147	882	-249	1
147	882	-105	1
149	716	647	1
152	-685	-973	1
152	-685	-613	1
152	107	395	1
152	395	-613	1
152	395	-253	1
156	-969	147	1
156	-969	-429	1
156	-969	-69	1
156	-177	147	1
156	-177	507	1
156	111	291	1
156	111	507	1
156	111	-69	1
156	903	507	1
156	903	867	1
159	-522	471	1
159	-522	975	1
159	-522	-609	1
159	-522	-105	1
159	54	399	1
159	54	903	1
159	54	-681	1
159	54	-177	1
159	558	255	1
159	558	831	1
159	558	-249	1
162	-843	-429	1
162	-339	-933	1
162	-51	-573	1
162	-51	-429	1
162	741	-573	1
164	-217	395	1
164	-217	-325	1
164	71	107	1
164	71	827	1
164	71	-253	1
164	863	35	1
164	863	755	1
164	863	-685	1
165	-900	327	1
165	-108	399	1
165	-108	903	1
165	-108	-681	1
165	108	471	1
165	108	-609	1
165	108	-33	1
166	-839	167	2
166	-839	671	2
166	-839	887	2
166	-839	959	2
166	-839	-193	2
166	-839	-121	2
166	-335	-337	2
166	-47	95	2
166	-47	815	2
166	-47	887	2
166	-47	-913	2
166	-47	-625	2
166	-47	-193	2
166	169	455	2
166	169	671	2
166	169	-697	2
166	169	-625	2
166	169	-337	2
166	169	-49	2
166	745	23	2
166	745	-697	2
166	961	239	2
166	961	887	2
166	961	-913	2
166	961	-121	2
167	-778	215	1
167	-778	-865	1
167	230	287	1
167	230	-793	1
170	-91	827	1
173	-940	215	1
173	-940	-865	1
173	68	287	1
173	68	-793	1
173	860	215	1
173	860	575	1
174	-663	507	1
174	129	3	1
174	417	867	1
174	921	435	1
177	-720	-105	1
177	-216	327	1
177	-216	831	1
177	-216	-609	1
177	-216	-33	1
177	72	-249	1
177	72	-105	1
177	360	255	1
177	360	-825	1
177	576	327	1
177	576	-753	1
177	864	327	1
177	864	687	1
177	864	-249	1
178	-899	143	2
178	-899	863	2
178	-899	-721	2
178	-899	-577	2
178	-899	-361	2
178	-683	719	2
178	-683	-793	2
178	-683	-649	2
178	-683	-289	2
178	-683	-73	2
178	-683	-1	2
178	-395	863	2
178	-395	-217	2
178	-395	-145	2
178	-107	215	2
178	-107	-145	2
178	397	71	2
178	397	287	2
178	397	359	2
178	397	-721	2
178	397	-433	2
178	397	-289	2
178	685	143	2
178	685	215	2
178	685	-865	2
178	901	719	2
180	-825	507	1
180	-825	867	1
180	-537	291	1
180	-537	-933	1
180	-537	-429	1
180	-33	3	1
180	-33	-717	1
180	255	867	1
180	759	-285	1
182	-415	827	1
182	-415	-613	1
182	377	-685	1
183	-882	975	1
183	-882	-105	1
183	-594	399	1
183	-594	759	1
183	-378	327	1
183	-378	471	1
183	-378	831	1
183	-90	831	1
183	-90	-609	1
183	-90	-105	1
183	198	255	1
183	198	-825	1
183	702	687	1
183	702	831	1
183	702	-753	1
183	990	255	1
183	990	-825	1
183	990	-249	1
185	-256	287	1
185	-256	-793	1
185	824	647	1
185	824	-433	1
188	-865	-685	1
188	-577	107	1
188	215	-685	1
188	215	-325	1
191	374	575	1
192	-861	-933	1
192	-861	-573	1
192	-69	867	1
192	-69	-573	1
192	435	-285	1
195	-918	759	1
195	-702	327	1
195	-702	831	1
195	-126	255	1
195	-126	-825	1
195	90	327	1
195	90	-753	1
195	378	687	1
195	882	-681	1
195	882	-177	1
198	-519	3	1
198	273	-645	1
198	561	363	1
200	-901	107	1
200	-901	-613	1
201	-864	327	1
201	-576	255	1
201	-576	-609	1
201	-576	-105	1
201	-72	327	1
201	216	687	1
201	504	255	1
201	504	615	1
201	504	-249	1
201	720	-681	1
201	720	-177	1
202	-803	311	2
202	-803	383	2
202	-803	815	2
202	-803	-697	2
202	-515	-913	2
202	-515	-625	2
202	-515	-193	2
202	-11	239	2
202	-11	311	2
202	-11	599	2
202	-11	887	2
202	-11	-769	2
202	-11	-409	2
202	-11	-193	2
202	277	671	2
202	277	743	2
202	277	-985	2
202	277	-337	2
202	565	167	2
202	565	-553	2
202	565	-265	2
202	781	815	2
202	781	-985	2
202	781	-193	2
203	-742	287	1
203	-742	647	1
203	338	647	1
206	-271	755	1
206	-271	-325	1
209	-904	647	1
209	-112	575	1
209	-112	-865	1
209	968	935	1
209	968	-505	1
210	-555	507	1
210	-555	-573	1
210	-51	-645	1
213	-900	255	1
213	-900	831	1
213	-900	-249	1
213	-900	-105	1
213	-612	255	1
213	-108	687	1
213	-108	831	1
213	-108	-753	1
213	-108	-249	1
213	180	111	1
213	180	255	1
213	180	615	1
213	396	183	1
213	396	-681	1
213	396	-321	1
213	972	111	1
213	972	-969	1
213	972	-393	1
214	-863	287	2
214	-863	647	2
214	-863	935	2
214	-863	-145	2
214	-287	215	2
214	-287	791	2
214	-287	-505	2
214	-287	-217	2
214	-71	359	2
214	-71	863	2
214	-71	-937	2
214	-71	-721	2
214	217	215	2
214	217	647	2
214	217	-865	2
214	217	-793	2
214	721	287	2
214	721	647	2
214	721	-505	2
216	-717	507	1
216	-717	-573	1
216	75	-357	1
216	579	651	1
218	-595	755	1
219	18	111	1
219	18	615	1
219	18	-249	1
219	234	183	1
219	234	759	1
219	234	-321	1
219	234	-177	1
219	522	-753	1
221	-436	215	1
221	-436	-865	1
221	644	575	1
221	644	-505	1
224	-757	35	1
224	-757	-325	1
227	-598	215	1
227	-598	-865	1
227	-310	-433	1
227	482	575	1
227	482	-505	1
227	770	-73	1
228	-537	435	1
228	-249	363	1
228	255	651	1
228	255	-69	1
228	543	795	1
231	-594	327	1
231	-594	831	1
231	-594	-753	1
231	-594	-249	1
231	-306	111	1
231	-90	183	1
231	-90	759	1
231	-90	-321	1
231	198	-753	1
231	486	111	1
231	486	687	1
231	486	-393	1
231	990	39	1
231	990	543	1
234	-699	-645	1
234	-411	-717	1
234	93	291	1
234	93	-69	1
234	381	-285	1
237	-756	327	1
237	-756	831	1
237	-756	-753	1
237	-468	615	1
237	-468	-825	1
237	36	-753	1
237	36	-393	1
237	324	687	1
237	324	-969	1
237	324	-393	1
237	540	255	1
237	540	-825	1
238	-983	239	2
238	-983	-409	2
238	-695	23	2
238	-695	311	2
238	-695	743	2
238	-695	815	2
238	-695	-985	2
238	-695	-769	2
238	-695	-697	2
238	-695	-265	2
238	-407	95	2
238	-407	167	2
238	-407	455	2
238	-407	-913	2
238	97	599	2
238	97	-841	2
238	97	-769	2
238	97	-49	2
238	385	95	2
238	385	383	2
238	385	671	2
238	385	-625	2
238	385	-409	2
238	385	-337	2
238	601	239	2
238	601	743	2
238	601	959	2
238	601	-841	2
238	601	-337	2
239	-922	215	1
239	-922	575	1
239	-634	647	1
239	-634	-433	1
239	158	575	1
239	158	935	1
239	446	-73	1
245	-796	647	1
245	-796	-433	1
245	284	-73	1
246	-735	363	1
246	-735	-717	1
246	-231	291	1
246	-231	-69	1
246	561	291	1
246	561	867	1
246	561	-789	1
246	849	291	1
246	849	651	1
249	-792	255	1
249	-792	-825	1
249	-792	-249	1
249	-576	-321	1
249	-576	-177	1
249	-288	687	1
249	-288	-753	1
249	-288	-393	1
249	216	255	1
249	216	615	1
249	504	39	1
249	504	183	1
249	504	-897	1
249	792	-393	1
249	792	-33	1
250	-755	647	2
250	-755	-793	2
250	-467	431	2
250	-467	719	2
250	-467	-433	2
250	-467	-361	2
250	-467	-289	2
250	-467	-73	2
250	-251	215	2
250	-251	287	2
250	-251	-793	2
250	-251	-505	2
250	37	143	2
250	37	-937	2
250	325	-865	2
250	325	-433	2
250	829	575	2
250	829	647	2
250	829	-433	2
250	829	-145	2
252	-393	291	1
252	-105	-645	1
252	399	291	1
252	399	-789	1
252	399	-429	1
252	399	-213	1
252	687	651	1
254	521	107	1
255	-738	759	1
255	-738	-681	1
255	-738	-177	1
255	-450	687	1
255	-450	-393	1
255	-162	687	1
255	54	615	1
255	54	-825	1
255	342	183	1
255	342	-897	1
255	342	-321	1
255	630	-33	1
257	-328	935	1
260	359	-973	1
263	-490	935	1
263	-202	-73	1
264	-429	-645	1
264	-429	-285	1
264	867	147	1
264	867	-213	1
267	-774	687	1
267	-486	-969	1
267	-270	615	1
267	522	111	1
267	522	615	1
267	522	-969	1
267	522	-465	1
267	810	975	1
270	-591	795	1
270	-87	291	1
270	-87	867	1
270	993	651	1
270	993	-933	1
270	993	-789	1
272	35	107	1
272	35	-973	1
272	35	-613	1
272	827	35	1
272	827	-685	1
273	-648	111	1
273	-648	-969	1
273	-432	615	1
273	-144	183	1
273	-144	543	1
273	-144	-321	1
273	360	111	1
273	360	615	1
273	360	-969	1
273	648	975	1
273	936	39	1
273	936	543	1
273	936	903	1
274	-587	23	2
274	-587	-985	2
274	-587	-337	2
274	-371	599	2
274	-83	95	2
274	-83	167	2
274	-83	887	2
274	-83	-913	2
274	-83	-625	2
274	421	95	2
274	421	527	2
274	421	887	2
274	421	-985	2
274	421	-913	2
274	709	959	2
274	709	-697	2
274	997	455	2
274	997	527	2
274	997	-985	2
274	997	-553	2
274	997	-265	2
278	-127	107	1
278	953	467	1
281	-976	575	1
281	-976	-505	1
281	104	935	1
281	104	-145	1
282	-915	795	1
282	-915	-285	1
282	-411	867	1
282	-123	-789	1
282	381	147	1
282	669	-789	1
285	-972	111	1
285	-972	687	1
285	-972	-969	1
285	-972	-393	1
285	-756	615	1
285	-756	-825	1
285	-468	39	1
285	-468	183	1
285	-468	543	1
285	-180	-393	1
285	324	975	1
285	324	-465	1
285	612	399	1
285	612	543	1
285	612	903	1
285	828	471	1
285	828	-969	1
285	828	-393	1
285	828	-33	1
286	-935	143	2
286	-935	719	2
286	-935	-577	2
286	-647	575	2
286	-647	647	2
286	-647	-505	2
286	-647	-433	2
286	-647	-145	2
286	-431	143	2
286	-431	431	2
286	-431	575	2
286	-431	935	2
286	-431	-937	2
286	-431	-865	2
286	145	503	2
286	145	-937	2
286	145	-721	2
286	145	-217	2
286	361	359	2
286	361	647	2
286	361	-649	2
286	361	-433	2
286	361	-361	2
286	649	503	2
286	649	791	2
286	649	935	2
286	649	-577	2
286	649	-505	2
288	-573	-429	1
288	-285	291	1
288	-285	-789	1
288	507	-789	1
288	507	-69	1
290	-451	107	1
290	629	467	1
290	629	-973	1
291	-630	39	1
291	-630	543	1
291	-630	-321	1
291	-342	-393	1
291	-126	111	1
291	-126	-825	1
291	450	39	1
291	450	399	1
291	450	903	1
291	666	111	1
291	666	471	1
291	666	-33	1
291	954	471	1
291	954	-969	1
291	954	-465	1
293	-220	935	1
293	-220	-145	1
293	788	-73	1
299	-382	935	1
299	-382	-145	1
299	626	287	1
299	626	-73	1
300	-897	291	1
300	-105	147	1
300	-105	507	1
300	183	651	1
300	183	-933	1
300	687	723	1
300	975	507	1
300	975	867	1
300	975	-933	1
303	-954	39	1
303	-450	-825	1
303	-162	615	1
303	-162	-465	1
303	126	399	1
303	342	471	1
303	342	-33	1
303	630	-969	1
303	630	-465	1
303	918	975	1
303	918	-105	1
306	-771	-789	1
306	-267	-213	1
306	21	147	1
306	21	-789	1
306	21	-429	1
306	525	-357	1
306	813	147	1
308	-937	-613	1
308	143	-973	1
308	143	-253	1
308	935	-685	1
309	-828	-33	1
309	-612	-825	1
309	-612	-465	1
309	-324	615	1
309	-324	-465	1
309	-36	903	1
309	-36	-537	1
309	468	-969	1
309	468	-465	1
309	468	-105	1
309	756	975	1
309	756	-105	1
309	972	-33	1
310	-767	599	2
310	-767	959	2
310	-767	-913	2
310	-767	-409	2
310	-767	-193	2
310	-767	-49	2
310	-551	527	2
310	-551	-913	2
310	-263	23	2
310	-263	599	2
310	-263	-697	2
310	-263	-481	2
310	25	455	2
310	25	-985	2
310	25	-625	2
310	529	887	2
310	529	-985	2
310	529	-553	2
310	817	383	2
310	817	959	2
310	817	-841	2
310	817	-337	2
310	817	-121	2
311	-706	-145	1
314	-307	35	1
314	-19	-973	1
314	-19	-613	1
314	773	395	1
314	773	-685	1
317	-868	935	1
317	140	287	1
317	932	215	1
318	-303	147	1
318	-303	651	1
318	-303	-933	1
318	-303	-429	1
321	-936	111	1
321	-936	615	1
321	-936	-969	1
321	-936	-825	1
321	-936	-465	1
321	-360	39	1
321	-360	543	1
321	-360	-537	1
321	-144	111	1
321	-144	-969	1
321	-144	-33	1
321	144	471	1
321	144	975	1
321	144	-609	1
321	144	-465	1
321	144	-105	1
321	648	-33	1
321	936	327	1
321	936	471	1
321	936	-609	1
322	-611	71	2
322	-611	-1	2
322	-323	71	2
322	-323	431	2
322	-323	935	2
322	-323	-937	2
322	-323	-505	2
322	-35	215	2
322	-35	-793	2
322	-35	-145	2
322	-35	-73	2
322	181	287	2
322	181	575	2
322	181	-505	2
322	181	-73	2
322	469	359	2
322	469	431	2
322	469	-649	2
322	757	431	2
322	757	791	2
322	757	-865	2
322	757	-577	2
322	757	-145	2
324	-753	507	1
324	-753	-213	1
324	327	147	1
324	327	867	1
324	327	-933	1
324	831	75	1
326	-631	35	1
326	449	395	1
327	-810	615	1
327	-810	975	1
327	-306	111	1
327	-306	-969	1
327	-306	-393	1
327	-18	471	1
327	-18	975	1
327	-18	-969	1
327	-18	-609	1
327	-18	-105	1
327	270	975	1
327	774	471	1
327	774	-609	1
327	774	-33	1
329	608	-145	1
332	-793	-685	1
332	-505	467	1
332	-505	-613	1
332	287	-685	1
332	287	-325	1
335	-346	287	1
335	734	647	1
335	734	-793	1
336	-789	651	1
336	-789	-933	1
336	-789	-789	1
336	-789	-573	1
336	-789	-69	1
336	-285	-357	1
336	3	-933	1
336	795	3	1
339	-846	39	1
339	-846	543	1
339	-846	903	1
339	-342	471	1
339	-342	975	1
339	-342	-609	1
339	738	831	1
339	738	-249	1
339	954	399	1
339	954	903	1
339	954	-681	1
339	954	-177	1
342	-951	147	1
342	-159	147	1
342	-159	507	1
344	-829	467	1
344	-37	-325	1
345	-792	111	1
345	-792	471	1
345	-792	-393	1
345	288	471	1
345	288	831	1
345	288	-33	1
345	792	399	1
345	792	903	1
345	792	-681	1
346	-947	527	2
346	-947	887	2
346	-947	-985	2
346	-947	-265	2
346	-731	23	2
346	-731	95	2
346	-731	815	2
346	-731	-985	2
346	-731	-697	2
346	-731	-409	2
346	-155	-841	2
346	-155	-697	2
346	61	887	2
346	61	959	2
346	61	-769	2
346	61	-121	2
346	349	383	2
346	349	455	2
346	349	-625	2
346	349	-337	2
346	349	-49	2
346	853	167	2
346	853	815	2
346	853	887	2
346	853	-625	2
346	853	-193	2
347	-670	-73	1
347	122	215	1
347	122	-145	1
347	410	287	1
347	410	-793	1
350	-991	-613	1
353	-832	-73	1
353	-40	215	1
353	248	287	1
353	248	-793	1
354	-771	723	1
354	-771	-357	1
354	-483	507	1
354	309	3	1
354	813	-429	1
354	813	-69	1
357	-828	471	1
357	-828	-969	1
357	-828	-465	1
357	-540	975	1
357	-540	-105	1
357	-324	-33	1
357	-36	327	1
357	-36	471	1
357	-36	831	1
357	252	831	1
357	252	-609	1
357	252	-105	1
357	756	327	1
357	756	-753	1
358	-503	431	2
358	-503	-793	2
358	-503	-289	2
358	-503	-1	2
358	-215	143	2
358	-215	791	2
358	-215	863	2
358	-215	935	2
358	-215	-649	2
358	-215	-217	2
358	-215	-145	2
358	1	719	2
358	1	863	2
358	1	-577	2
358	577	71	2
358	577	359	2
358	577	791	2
358	577	-793	2
358	577	-721	2
358	577	-649	2
358	577	-433	2
358	793	647	2
358	793	935	2
358	793	-865	2
358	793	-145	2
358	793	-73	2
360	-933	723	1
360	-933	-357	1
360	147	3	1
362	-523	-685	1
363	-990	-969	1
363	-990	-465	1
363	-702	975	1
363	-702	-105	1
363	-198	327	1
363	-198	831	1
363	-198	-33	1
363	90	-609	1
363	90	-105	1
363	306	399	1
363	306	-537	1
363	882	327	1
363	882	687	1
365	-76	287	1
365	-76	647	1
368	-685	395	1
371	-526	215	1
371	554	575	1
372	-969	147	1
372	-969	867	1
372	615	-645	1
375	-810	-33	1
375	-522	327	1
375	-18	-537	1
375	270	327	1
375	558	687	1
375	774	255	1
378	-627	75	1
378	165	-69	1
378	453	435	1
378	957	507	1
378	957	867	1
378	957	-69	1
381	-684	831	1
381	-684	-609	1
381	-396	255	1
381	-396	-609	1
381	-396	-249	1
381	-180	-537	1
381	-180	-177	1
381	108	-753	1
381	396	-249	1
381	900	183	1
381	900	-681	1
381	900	-177	1
382	-911	239	2
382	-911	527	2
382	-911	959	2
382	-911	-769	2
382	-911	-553	2
382	-911	-481	2
382	-911	-49	2
382	-623	311	2
382	-623	383	2
382	-623	671	2
382	-623	-697	2
382	-335	95	2
382	-335	887	2
382	-335	-913	2
382	-335	-625	2
382	-119	167	2
382	-119	815	2
382	-119	-625	2
382	-119	-553	2
382	169	311	2
382	169	599	2
382	169	887	2
382	169	-913	2
382	169	-409	2
382	169	-193	2
382	169	-121	2
382	457	671	2
382	457	743	2
382	457	-697	2
382	457	-337	2
382	961	527	2
382	961	-985	2
382	961	-265	2
382	961	-193	2
383	-850	215	1
383	-562	647	1
383	230	575	1
383	230	-865	1
389	-724	647	1
389	68	215	1
389	68	-865	1
390	-951	75	1
390	129	435	1
390	129	-645	1
390	633	507	1
390	633	867	1
393	-720	255	1
393	-720	831	1
393	-720	-609	1
393	-720	-249	1
393	-504	399	1
393	-504	903	1
393	-504	-681	1
393	-504	-537	1
393	-504	-177	1
393	72	327	1
393	72	831	1
393	72	-753	1
393	72	-249	1
393	288	255	1
393	576	183	1
393	576	759	1
393	576	-321	1
393	576	-177	1
394	-971	359	2
394	-971	863	2
394	-971	-577	2
394	-971	-1	2
394	-683	647	2
394	-683	935	2
394	-683	-865	2
394	-683	-145	2
394	-683	-73	2
394	-179	287	2
394	109	359	2
394	109	719	2
394	109	-937	2
394	109	-217	2
394	397	215	2
394	397	287	2
394	397	-865	2
394	397	-793	2
394	397	-505	2
394	613	71	2
394	613	215	2
394	613	575	2
394	613	791	2
394	613	863	2
394	613	-217	2
394	901	647	2
394	901	-865	2
396	-321	-429	1
396	471	867	1
396	471	-789	1
396	759	-69	1
398	593	-253	1
399	-882	255	1
399	-882	831	1
399	-882	-249	1
399	-666	399	1
399	-666	903	1
399	-666	-681	1
399	-666	-177	1
399	126	-105	1
399	414	183	1
399	414	759	1
399	414	-681	1
399	414	-321	1
399	702	-753	1
399	918	-249	1
401	-256	215	1
401	-256	-865	1
401	824	575	1
401	824	-505	1
404	431	827	1
404	431	-973	1
407	-418	215	1
407	-418	-865	1
407	-130	647	1
407	-130	-433	1
407	662	575	1
407	662	-505	1
408	-645	-429	1
408	-645	-69	1
408	-357	-645	1
408	-357	-285	1
408	147	-69	1
408	435	291	1
408	435	-69	1
411	-990	399	1
411	-990	903	1
411	-990	-681	1
411	-702	-753	1
411	-414	327	1
411	-414	831	1
411	-414	-753	1
411	90	759	1
411	90	-321	1
411	378	-753	1
411	378	-393	1
414	-519	435	1
414	777	867	1
414	777	-573	1
416	899	755	1
417	-864	327	1
417	-864	-753	1
417	-576	327	1
417	-576	687	1
417	-576	-249	1
417	-360	-105	1
417	216	687	1
417	216	-393	1
417	432	-825	1
417	720	255	1
417	720	-825	1
418	-803	239	2
418	-803	-913	2
418	-803	-769	2
418	-803	-121	2
418	-515	23	2
418	-515	311	2
418	-515	815	2
418	-515	-985	2
418	-515	-769	2
418	-515	-697	2
418	-299	383	2
418	-299	-697	2
418	-299	-121	2
418	277	239	2
418	277	599	2
418	277	-769	2
418	277	-553	2
418	277	-409	2
418	493	167	2
418	781	239	2
418	781	743	2
418	781	-841	2
